web-scraper-order,web-scraper-start-url,liens_articles,liens_articles-href,details,prix,adresse,images-src
"1716568027-15","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","Appartement à louer au virage","https://www.dakarvente.com/annonce-12927-location-d-appartement.html","Appartement à louer au virage","375.000  FCFA","Ngor","media/annonces/pics/14baaed5240df7a2ea833f359c96f86e.jpg"
"1716568031-16","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","DES APPARTEMENTS NEUFS A LOUER A CITE DAMEL","https://www.dakarvente.com/annonce-12934-des-appartements-neufs-a-louer-a-cite-damel.html","DES APPARTEMENTS NEUFS A LOUER A CITE DAMEL","250.000  FCFA","Dakar","media/annonces/pics/ba5ba61c816672b5af8d4aaeeb5ae915.jpeg"
"1716568035-17","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","Joli appartement à louer à la cité Biagui","https://www.dakarvente.com/annonce-12937-joli-appartement-louer-la-cite-biagui.html","Joli appartement à louer à la cité Biagui","250.000  FCFA","Biagui","media/annonces/pics/c4864f7d749e3b944d99807e97b844a9.jpeg"
"1716568038-18","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","appartement à louer à cité Damel","https://www.dakarvente.com/annonce-12942-appartement-louer-cit-damel.html","appartement à louer à cité Damel","250.000  FCFA","Dakar","media/annonces/pics/ff45a5af1d2ff1beff0c56b117672527.jpeg"
"1716568042-19","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","Appartement à louer à Cité Keur Gorgui","https://www.dakarvente.com/annonce-13086-appartement-louer-cit-keur-gorgui.html","Appartement à louer à Cité Keur Gorgui","1  FCFA","Cité Keur Gorgui","media/annonces/pics/211f801fef3cbcf2357f8a14dcd9119a.jpg"
"1716568045-20","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","APPARTEMENT A LOUER AU POINT E","https://www.dakarvente.com/annonce-13133-appartement-a-louer-au-point-e.html","APPARTEMENT A LOUER AU POINT E","430.000  FCFA","Point E","media/annonces/pics/a22af55bbe3c3c60ec2cd952b80b9781.jpg"
"1716568049-21","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","Location d'appartement au Cité Keur Gorgui","https://www.dakarvente.com/annonce-13134-location-d-appartement-au-cit-keur-gorgui.html","Location d'appartement au Cité Keur Gorgui","350.000  FCFA","Cité Keur Gorgui","media/annonces/pics/f2e8f0ec9ade4b176410e952ad1780b8.jpg"
"1716568052-22","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","Appartement meublé au Point E","https://www.dakarvente.com/annonce-13135-appartement-meubl-au-point-e.html","Appartement meublé au Point E","850.000  FCFA","Point E","media/annonces/pics/254498911969179c335397a0a0626466.jpg"
"1716568055-23","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","Appartement meuble à louer au Bourguiba","https://www.dakarvente.com/annonce-13137-appartement-meuble-louer-au-bourguiba.html","Appartement meuble à louer au Bourguiba","350.000  FCFA","Point E","media/annonces/pics/134fbaf632c89458b64b8f378a08882d.jpg"
"1716568059-24","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","Appartement à louer cite keur gorgui","https://www.dakarvente.com/annonce-13156-appartement-louer-cite-keur-gorgui.html","Appartement à louer cite keur gorgui","340.000  FCFA","Cité Keur Gorgui","media/annonces/pics/58ad2d8f3e78bbc1bd8307348ca02464.jpg"
"1716568062-25","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","Appartement à louer au Cité Keur Gorgui","https://www.dakarvente.com/annonce-13157-appartement-louer-au-cit-keur-gorgui.html","Appartement à louer au Cité Keur Gorgui","350.000  FCFA","Cité Keur Gorgui","media/annonces/pics/b1d3adcb084bac3cd406ad5fe812dafb.jpg"
"1716568068-26","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","Location studio meublé -Almadies","https://www.dakarvente.com/annonce-13216-location-studio-meubl-almadies.html","Location studio meublé -Almadies","30.000  FCFA","Almadies","media/annonces/pics/d942b50f28de2b6340973e192e023585.jpg"
"1716568073-27","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","Location appartement 4 pièces-Cité Keur Gorgui","https://www.dakarvente.com/annonce-13217-location-appartement-4-pices-cit-keur-gorgui.html","Location appartement 4 pièces-Cité Keur Gorgui","650.000  FCFA","Cité Keur Gorgui","media/annonces/pics/d86d8934ea4432f345968ad50727f54c.jpg"
"1716568077-28","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","appartement a louer point e","https://www.dakarvente.com/annonce-13218-appartement-a-louer-point-e.html","appartement a louer point e","550.000  FCFA","Point E","media/annonces/pics/c23a5a85c601ba63569a3855acb76e45.jpeg"
"1716568090-29","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","Location studio meublé - Point E","https://www.dakarvente.com/annonce-13219-location-studio-meubl-point-e.html","Location studio meublé - Point E","35.000  FCFA","Point E","media/annonces/pics/5fc74a67cce8ce76b839506ee4c9c1bb.jpg"
"1716568094-30","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","Location appartement meublé - Point E","https://www.dakarvente.com/annonce-13220-location-appartement-meubl-point-e.html","Location appartement meublé - Point E","45.000  FCFA","Point E","media/annonces/pics/1fb6bc9b58bf2d9b133aa70534f8e6ed.jpeg"
"1716568098-31","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","Location Appartement meublé 2 pièces - Almadies","https://www.dakarvente.com/annonce-13221-location-appartement-meubl-2-pices-almadies.html","Location Appartement meublé 2 pièces - Almadies","50.000  FCFA","Almadies","media/annonces/pics/4c037c8f46ef5ea33ab473a0e8fff496.jpeg"
"1716568103-32","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","Appartement à louer au Point-E","https://www.dakarvente.com/annonce-13222-appartement-louer-au-point-e.html","Appartement à louer au Point-E","45.000  FCFA","Point E","media/annonces/pics/066b95d9cb7a13bfbbc69c4be80e9715.jpg"
"1716568107-33","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","Studio meublé à louer au Cité Keur Gorgui","https://www.dakarvente.com/annonce-13223-studio-meubl-louer-au-cit-keur-gorgui.html","Studio meublé à louer au Cité Keur Gorgui","30.000  FCFA","Cité Keur Gorgui","media/annonces/pics/305614827436e26d7c442a909b52c04d.jpeg"
"1716568111-34","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","Vente villa - Amitié 2","https://www.dakarvente.com/annonce-13224-vente-villa-amiti-2.html","Vente villa - Amitié 2","125.000.000  FCFA","Amitié","media/annonces/pics/ffd742276e57da12bc24c654761e1edd.jpg"
"1716568115-35","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","Vente villa - Amitié 2","https://www.dakarvente.com/annonce-13225-vente-villa-amiti-2.html","Vente villa - Amitié 2","125.000.000  FCFA","Amitié","media/annonces/pics/2f2cb3a4497e75eb8dba3dfb8f65971e.jpg"
"1716568119-36","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","Location appartement 3 pièces-Cité Keur Gorgui","https://www.dakarvente.com/annonce-13229-location-appartement-3-pices-cit-keur-gorgui.html","Location appartement 3 pièces-Cité Keur Gorgui","340.000  FCFA","Cité Keur Gorgui","media/annonces/pics/fcba91b3d9495a2a1fb5dc11f1692ad4.jpg"
"1716568122-37","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","Appartement à louerCité Keur Gorgui","https://www.dakarvente.com/annonce-13239-appartement-louercit-keur-gorgui.html","Appartement à louerCité Keur Gorgui","350.000  FCFA","Cité Keur Gorgui","media/annonces/pics/2c278a8733a2592e49a3b21425c9988a.jpg"
"1716568126-38","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","Appartement à louer au Point E","https://www.dakarvente.com/annonce-13240-appartement-louer-au-point-e.html","Appartement à louer au Point E","850.000  FCFA","Point E","media/annonces/pics/97c4c5c4a9b528afdba790872664e8c6.jpg"
"1716568130-39","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","rechrerche une co-location","https://www.dakarvente.com/annonce-13269-rechrerche-une-co-location.html","rechrerche une co-location","60  FCFA","Dakar","img/nophoto.png"
"1716568134-40","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","Location Appartement meublé - Cité Keur Gorgui","https://www.dakarvente.com/annonce-13372-location-appartement-meubl-cit-keur-gorgui.html","Location Appartement meublé - Cité Keur Gorgui","350.000  FCFA","Cité Keur Gorgui","media/annonces/pics/214e15aa873317a3f55c00a8bca4ef8d.jpg"
"1716568137-41","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","Appartement 3 pièces meublées - Cité Keur Gorgui","https://www.dakarvente.com/annonce-13373-appartement-3-pices-meubles-cit-keur-gorgui.html","Appartement 3 pièces meublées - Cité Keur Gorgui","340.000  FCFA","Cité Keur Gorgui","media/annonces/pics/1039db12cb536a7730413b80e7b53659.jpg"
"1716568141-42","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=26","Appartement a louer cité keur gorgui","https://www.dakarvente.com/annonce-13410-appartement-a-louer-cit-keur-gorgui.html","Appartement a louer cité keur gorgui","350.000  FCFA","Cité Keur Gorgui","media/annonces/pics/ad9ccc5e1f4f34e50efc4e3b21682643.jpg"
"1716568150-43","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=25","APPARTEMENT A LOUER AU CIT2 KEUR GORGUI","https://www.dakarvente.com/annonce-13411-appartement-a-louer-au-cit2-keur-gorgui.html","APPARTEMENT A LOUER AU CIT2 KEUR GORGUI","340.000  FCFA","Cité Keur Gorgui","media/annonces/pics/9dd74b52a5ed263b1ed8bd62ae2268e4.jpg"
"1716568154-44","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=25","APPARTEMENT A LOUER AU POINT E","https://www.dakarvente.com/annonce-13412-appartement-a-louer-au-point-e.html","APPARTEMENT A LOUER AU POINT E","850.000  FCFA","Point E","media/annonces/pics/8fb4d3157765ec3ca86a5e82e171b7d6.jpg"
"1716568157-45","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=25","Résidence meuble","https://www.dakarvente.com/annonce-13413-rsidence-meuble.html","Résidence meuble","45.000  FCFA","Dakar","media/annonces/pics/6826dda72bdb69471623a29253559c27.jpg"
"1716568160-46","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=25","Apparemment meublé à louer ou à vendre au point e","https://www.dakarvente.com/annonce-13426-apparemment-meubl-louer-ou-vendre-au-point-e.html","Apparemment meublé à louer ou à vendre au point e","1.500.000  FCFA","Point E","media/annonces/pics/1c04b1001bfb75f0c01d5a167d33a52b.jpg"
"1716568164-47","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=25","Appartement à louer","https://www.dakarvente.com/annonce-13434-appartement.html","Appartement à louer","350.000  FCFA","Médina","img/nophoto.png"
"1716568167-48","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=25","Appartement à louer","https://www.dakarvente.com/annonce-13436-appartement.html","Appartement à louer","300.000  FCFA","Fass","img/nophoto.png"
"1716568170-49","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=25","Appartement à louer","https://www.dakarvente.com/annonce-13437-appartement.html","Appartement à louer","900.000  FCFA","Sacré Coeur","img/nophoto.png"
"1716568173-50","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=25","Appartement à louer","https://www.dakarvente.com/annonce-13438-appartement.html","Appartement à louer","350.000  FCFA","Ouakam","img/nophoto.png"
"1716568177-51","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=25","Appartement à louer Almadies","https://www.dakarvente.com/annonce-13459-appartement-louer-almadies.html","Appartement à louer Almadies","275.000  FCFA","Almadies","media/annonces/pics/2e1ced44156def1db3368b2c8832cecd.jpeg"
"1716568180-52","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=25","Appartement neuf  à louer patte d’oie boulders","https://www.dakarvente.com/annonce-13461-appartement-neuf-louer-patte-doie-boulders.html","Appartement neuf  à louer patte d’oie boulders","250.000  FCFA","Patte d'Oie","media/annonces/pics/6a746da84eb087eae3c467ade10d59a9.jpeg"
"1716568183-53","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=25","Appartement   à louer amitié","https://www.dakarvente.com/annonce-13463-appartement-louer-amiti.html","Appartement   à louer amitié","1.200.000  FCFA","Amitié","media/annonces/pics/a5e2228dcd4106fd7e96e70653489573.jpg"
"1716568186-54","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=25","Appartement à louer cite keur gorgui","https://www.dakarvente.com/annonce-13464-appartement-louer-cite-keur-gorgui.html","Appartement à louer cite keur gorgui","400.000  FCFA","Cité Keur Gorgui","media/annonces/pics/8bf1eec424fad47681bcf69b0b6d9c0f.jpg"
"1716568190-55","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=25","Appartement à louer cite keur gorgui","https://www.dakarvente.com/annonce-13465-appartement-louer-cite-keur-gorgui.html","Appartement à louer cite keur gorgui","300.000  FCFA","Cité Keur Gorgui","media/annonces/pics/0a4e32708f82dc0348739cbb7021cb13.jpg"
"1716568193-56","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=25","Location appartement 3 pièces - Cité keur gorgui","https://www.dakarvente.com/annonce-13566-location-appartement-3-pices-cit-keur-gorgui.html","Location appartement 3 pièces - Cité keur gorgui","340.000  FCFA","Cité Keur Gorgui","media/annonces/pics/2a0bcc5122053860a0e98a3f1b061c9a.jpeg"
"1716568196-57","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=25","Location Appartement 3 pièces - Liberté 6","https://www.dakarvente.com/annonce-13568-location-appartement-3-pices-libert-6.html","Location Appartement 3 pièces - Liberté 6","275.000  FCFA","Liberté 6","media/annonces/pics/4116ff596c7f475f3fc832452b99d8e4.jpg"
"1716568200-58","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=25","Location Appartement 5 pièces - Amitié","https://www.dakarvente.com/annonce-13569-location-appartement-5-pices-amiti.html","Location Appartement 5 pièces - Amitié","850.000  FCFA","Amitié","media/annonces/pics/33b656f99b373b50e7e3996e3c84b51e.jpeg"
"1716568203-59","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=25","Appartement à louer cite keur gorgui","https://www.dakarvente.com/annonce-13576-appartement-louer-cite-keur-gorgui.html","Appartement à louer cite keur gorgui","300.000  FCFA","Cité Keur Gorgui","media/annonces/pics/fd8b8ccef8c4120895e60a8defb6c4d4.jpg"
"1716568206-60","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=25","Appartement à louer sicap foire","https://www.dakarvente.com/annonce-13577-appartement-louer-sicap-foire.html","Appartement à louer sicap foire","325.000  FCFA","Sicap Foire","media/annonces/pics/3e463a471a57079f4ed60132d49063cb.jpg"
"1716568209-61","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=25","Magasin à louer","https://www.dakarvente.com/annonce-13579-magasin-louer-liberte6.html","Magasin à louer","80.000  FCFA","Liberté 6","media/annonces/pics/47d2c70c1a6045d410a9d59be159ac89.jpg"
"1716568213-62","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=25","Appartement à louer Ngor-Almadies","https://www.dakarvente.com/annonce-13580-appartement-louer-ngor-almadies.html","Appartement à louer Ngor-Almadies","450.000  FCFA","Almadies","media/annonces/pics/a07070d4dae372c023343b4b6fe4bd2c.jpeg"
"1716568217-63","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=25","Appartement à louer au Sacré Coeur","https://www.dakarvente.com/annonce-13596-appartement-louer-au-sacr-coeur.html","Appartement à louer au Sacré Coeur","190.000  FCFA","Point E","media/annonces/pics/cd8fd12edaacdc4f75ce4c2bbb52ba5f.jpg"
"1716568221-64","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=25","Appartement à louer-Yoff Onomo","https://www.dakarvente.com/annonce-13597-appartement-louer-yoff-onomo.html","Appartement à louer-Yoff Onomo","250.000  FCFA","Yoff","media/annonces/pics/65418eda1cd9d30fd214087cb1dd25ce.jpg"
"1716568225-65","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=25","Villa à louer sicap deupeul r+1","https://www.dakarvente.com/annonce-13600-villa-louer-sicap-deupeul-r-1.html","Villa à louer sicap deupeul r+1","500.000  FCFA","Dieuppeul","media/annonces/pics/3218f9965e589b3da2ca608968b4c207.jpg"
"1716568228-66","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=25","Villa à louer r+1  sicap foire","https://www.dakarvente.com/annonce-13605-villa-louer-r-1-sicap-foire.html","Villa à louer r+1  sicap foire","650.000  FCFA","Sicap Foire","media/annonces/pics/991db8a6a82469c03b1aee80e560e8db.jpg"
"1716568232-67","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=25","Appartement à louer nord foire","https://www.dakarvente.com/annonce-13606-appartement-louer-nord-foire.html","Appartement à louer nord foire","225.000  FCFA","Sicap Foire","media/annonces/pics/d2c9ab21b4a0ab44f48d2e2d87efdeff.jpeg"
"1716568235-68","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=25","Studio séparé  aux Maristes","https://www.dakarvente.com/annonce-13611-studio-spar-aux-maristes.html","Studio séparé  aux Maristes","125.000  FCFA","Hann Maristes","media/annonces/pics/64ffcc9115468c2d6302783e4383bc87.jpg"
"1716568240-69","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=25","Appart de 3 chambres à louer sur Saly","https://www.dakarvente.com/annonce-13621-appart-de-3-chambres-louer-sur-saly.html","Appart de 3 chambres à louer sur Saly","200.000  FCFA","Saly","media/annonces/pics/2ac8bf1c7c3885a9c3b49342f32b0644.jpg"
"1716568244-70","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=25","Appart de 2 chambres à louer sur Saly Carrefour","https://www.dakarvente.com/annonce-13647-appart-de-2-chambres-louer-sur-saly-carrefour.html","Appart de 2 chambres à louer sur Saly Carrefour","120.000  FCFA","Saly","media/annonces/pics/44b0f2c901f41d7f3adec2bcb6ba2115.png"
"1716568248-71","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=25","Chambre, salle de bain sur saly carrefour","https://www.dakarvente.com/annonce-13649-chambre-salle-de-bain-sur-saly-carrefour.html","Chambre, salle de bain sur saly carrefour","45.000  FCFA","Saly","media/annonces/pics/848506e224b40b6c35613934137c6731.jpg"
"1716568252-72","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=25","Studio non meublé en location sur Saly carrefour","https://www.dakarvente.com/annonce-13650-studio-non-meubl-en-location-sur-saly-carrefour.html","Studio non meublé en location sur Saly carrefour","85.000  FCFA","Saly","media/annonces/pics/4432d4558954c9091c520f661dd6a868.jpg"
"1716568255-73","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=25","Studio meublé à louer aux Almadies","https://www.dakarvente.com/annonce-13686-studio-meubl-louer-aux-almadies.html","Studio meublé à louer aux Almadies","30.000  FCFA","Almadies","media/annonces/pics/990213c34285063f8af9f8192256d156.jpeg"
"1716568259-74","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=25","Studio meublé à louer au Cité Keur Gorgui","https://www.dakarvente.com/annonce-13687-studio-meubl-louer-au-cit-keur-gorgui.html","Studio meublé à louer au Cité Keur Gorgui","30.000  FCFA","Cité Keur Gorgui","media/annonces/pics/dbc83315719e264e49372a007b126b8d.jpeg"
"1716568263-75","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=25","Appartement à louer cite keur gorgui","https://www.dakarvente.com/annonce-13733-appartement-louer-cite-keur-gorgui.html","Appartement à louer cite keur gorgui","300.000  FCFA","Cité Keur Gorgui","media/annonces/pics/961717fb2f155e87d610eba768bde8b7.jpg"
"1716568266-76","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=25","Appartement meublé à louer au Point-E","https://www.dakarvente.com/annonce-13734-appartement-meubl-louer-au-point-e.html","Appartement meublé à louer au Point-E","1.500.000  FCFA","Point E","media/annonces/pics/2b35f3c7613cad83f1fc4907807cf3ca.jpg"
"1716568270-77","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=25","Location d'un appartement au point E","https://www.dakarvente.com/annonce-13737-location-d-un-appartement-au-point-e.html","Location d'un appartement au point E","850.000  FCFA","Point E","media/annonces/pics/e84a0d92a7b9e9c176259e226a53e2f4.jpg"
"1716568273-78","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=25","Appartement de 3 chambres au Point E","https://www.dakarvente.com/annonce-13841-appartement-de-3-chambres-au-point-e.html","Appartement de 3 chambres au Point E","950.000  FCFA","Point E","media/annonces/pics/7e021d9b15fb85006e8aa7b0c1b8e4c8.jpeg"
"1716568276-79","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=25","Appartement de 3 chambres au Point E","https://www.dakarvente.com/annonce-13845-appartement-de-3-chambres-au-point-e.html","Appartement de 3 chambres au Point E","1.150.000  FCFA","Point E","media/annonces/pics/c7f06c10b83066b65beaa6a3876c86dc.jpeg"
"1716568280-80","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=25","Appartement à louer au Cité Keur Gorgui","https://www.dakarvente.com/annonce-13849-appartement-louer-au-cit-keur-gorgui.html","Appartement à louer au Cité Keur Gorgui","300.000  FCFA","Cité Keur Gorgui","media/annonces/pics/cd9e99dbcd6667b7b74bc05dbe1de441.jpg"
"1716568283-81","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=25","Appartement à louer au Point-e","https://www.dakarvente.com/annonce-13850-appartement-louer-au-point-e.html","Appartement à louer au Point-e","850.000  FCFA","Point E","media/annonces/pics/88f56c88d553d1b4f7f2e316e65aa641.jpg"
"1716568287-82","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=25","Villa à vendre au Point-e","https://www.dakarvente.com/annonce-13851-villa-vendre-au-point-e.html","Villa à vendre au Point-e","450.000.000  FCFA","Point E","media/annonces/pics/2e0c7a549ae11e7c3cdb746424ecb2ed.jpg"
"1716568291-83","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=25","Appartement à louer cite keur gorgui","https://www.dakarvente.com/annonce-13853-appartement-louer-cite-keur-gorgui.html","Appartement à louer cite keur gorgui","340.000  FCFA","Cité Keur Gorgui","media/annonces/pics/19dcaa6796c2a27e13192fc9cfc41148.jpg"
