web-scraper-order,web-scraper-start-url,liens_articles,liens_articles-href,details,prix,adresse,images-src
"1716557963-261","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=28","Location Appartements 3 pièces - Liberté 6","https://www.dakarvente.com/annonce-9413-location-appartements-3-pices-libert-6.html","Location Appartements 3 pièces - Liberté 6","325.000  FCFA","Liberté 6","media/annonces/pics/0173df46c03cfa21a524974738aa24d1.jpg"
"1716557980-262","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=28","Location Appartements 3 pièces - cite keur gorgui","https://www.dakarvente.com/annonce-9415-location-appartements-3-pices-cite-keur-gorgui.html","Location Appartements 3 pièces - cite keur gorgui","300.000  FCFA","Cité Keur Gorgui","media/annonces/pics/1bec7e8defe44da59528401546108ca3.jpg"
"1716557985-263","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=28","Location appartement 4 pièces - Ouest Foire","https://www.dakarvente.com/annonce-9417-location-appartement-4-pices-ouest-foire.html","Location appartement 4 pièces - Ouest Foire","350.000  FCFA","Ouest Foire","media/annonces/pics/b148f8d7c37bef9e512b7f0b8f57ae8f.jpg"
"1716557995-264","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=28","Location appartement 4 pièces - Point e","https://www.dakarvente.com/annonce-9418-location-appartement-4-pices-point-e.html","Location appartement 4 pièces - Point e","600.000  FCFA","Point E","media/annonces/pics/592181b572813791d8bd99cc37d6e930.jpeg"
"1716557999-265","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=28","Appartement à louer aux mamelles","https://www.dakarvente.com/annonce-9419-appartement-louer-aux-mamelles-compos-de-3-chambres-salon-cuisine-3-toilettes-niveau-tage-4-placement-calme-et-scuris-plus-d-infos-contactez-taif-immobilier.html","Appartement à louer aux mamelles","350.000  FCFA","Mamelles","media/annonces/pics/e2f11c06d8f11442ae89bb980fe19392.jpeg"
"1716558008-266","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=28","Location Appartement 4 Pièces - Ngor","https://www.dakarvente.com/annonce-9431-location-appartement-4-pices-ngor.html","Location Appartement 4 Pièces - Ngor","350.000  FCFA","Ngor","media/annonces/pics/34b77ec5d10b9fbe195f3524eae15982.png"
"1716558013-267","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=28","Location appartement 3 pièces - Ngor","https://www.dakarvente.com/annonce-9432-location-appartement-3-pices-ngor.html","Location appartement 3 pièces - Ngor","250.000  FCFA","Keur Massar","media/annonces/pics/01e6c17cca88c2a73c9b4aafe5def64d.jpg"
"1716558017-268","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=28","Location Appartement 3 Pièces - Point E","https://www.dakarvente.com/annonce-9434-location-appartement-3-pices-point-e.html","Location Appartement 3 Pièces - Point E","400.000  FCFA","Point E","media/annonces/pics/50a5db330ba76fd9f7200074e1d0db61.jpg"
"1716558021-269","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=28","Location Appartement 4 pièces - Mermoz","https://www.dakarvente.com/annonce-9435-location-appartement-4-pices-mermoz.html","Location Appartement 4 pièces - Mermoz","350.000  FCFA","Mermoz","media/annonces/pics/d8e44bdc8117ef0e976125931db8372a.jpg"
"1716558025-270","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=28","Location appartement 4 pièces - Sotrac mermoz","https://www.dakarvente.com/annonce-9437-location-appartement-4-pices-sotrac-mermoz.html","Location appartement 4 pièces - Sotrac mermoz","800.000  FCFA","Mermoz","media/annonces/pics/f285c9ee314a054aa52d7ea875313343.jpg"
"1716558030-271","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=28","Location appartements 4 pièces Keur Guorgui","https://www.dakarvente.com/annonce-9439-location-appartements-4-pices-keur-guorgui.html","Location appartements 4 pièces Keur Guorgui","650.000  FCFA","Cité Keur Gorgui","media/annonces/pics/92089925d278c19a720fa17e6a2b83fc.jpeg"
"1716558036-272","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=28","Appartement 2 chambres à louer au centre de Saly","https://www.dakarvente.com/annonce-9533-appartement-2-chambres-louer-au-centre-de-saly.html","Appartement 2 chambres à louer au centre de Saly","120.000  FCFA","Saly","media/annonces/pics/bbc7e5f9787a289701bfbecbca04e9f3.jpg"
"1716558048-273","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=27","Location Appartement 5 pièces - Sacré Coeur","https://www.dakarvente.com/annonce-9647-location-appartement-5-pices-sacr-coeur.html","Location Appartement 5 pièces - Sacré Coeur","600.000  FCFA","Mermoz","media/annonces/pics/e36c4c68bf8256d71e693484710f42eb.jpg"
"1716558052-274","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=27","Location appartement 4 pièces - Mermoz Sacré-cœur","https://www.dakarvente.com/annonce-9649-location-appartement-4-pices-mermoz-sacr-coeur.html","Location appartement 4 pièces - Mermoz Sacré-cœur","375.000  FCFA","Sacré Coeur","media/annonces/pics/9dca2d3b482a1400bc3a78957bac20fd.jpg"
"1716558057-275","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=27","Location Appartements 3 Pièces - Ouakam","https://www.dakarvente.com/annonce-9671-location-appartements-3-pices-ouakam.html","Location Appartements 3 Pièces - Ouakam","350.000  FCFA","Ouakam","media/annonces/pics/be46b0acd3f06136c2818f8a40078b39.jpg"
"1716558061-276","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=27","Location Appartement 4 pièces - Mermoz","https://www.dakarvente.com/annonce-9765-location-appartement-4-pices-mermoz.html","Location Appartement 4 pièces - Mermoz","900.000  FCFA","Mermoz","media/annonces/pics/782ea0941dccb2784fbe7e18bf7a6b73.jpg"
"1716558065-277","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=27","Appartements 3 pièces - liberte","https://www.dakarvente.com/annonce-9941-appartements-3-pices-liberte.html","Appartements 3 pièces - liberte","325.000  FCFA","Liberté 2","media/annonces/pics/7463c8b972937c69a27a0c7a31e74348.jpg"
"1716558070-278","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=27","Appartement 4 pièces - Ouest Foire En ligne","https://www.dakarvente.com/annonce-9942-appartement-4-pices-ouest-foire-en-ligne.html","Appartement 4 pièces - Ouest Foire En ligne","350.000  FCFA","Sicap Foire","media/annonces/pics/ec64e823cd421f9ee52fe9b672fb9244.jpg"
"1716558076-279","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=27","Appartement 4 pièces - Point E","https://www.dakarvente.com/annonce-9943-appartement-4-pices-point-e.html","Appartement 4 pièces - Point E","600.000  FCFA","Point E","media/annonces/pics/5f36e531aabc3cc60b0a43893b193438.jpg"
"1716558080-280","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=27","appartement 3 pièces - Point E","https://www.dakarvente.com/annonce-9944-appartement-3-pices-point-e.html","appartement 3 pièces - Point E","400.000  FCFA","Point E","media/annonces/pics/ee0238e12b2b69c7ef29cad17b0a1106.jpg"
"1716558084-281","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=27","Appartement 3 pièces - Ngor","https://www.dakarvente.com/annonce-9945-appartement-3-pices-ngor.html","Appartement 3 pièces - Ngor","250.000  FCFA","Ngor","media/annonces/pics/362f3498ffffc613eebdde26a0a72f0e.jpg"
"1716558088-282","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=27","Appartements 2 pièces - Mermoz-Sacré Coeur","https://www.dakarvente.com/annonce-9946-appartements-2-pices-mermoz-sacr-coeur.html","Appartements 2 pièces - Mermoz-Sacré Coeur","30.000  FCFA","Mermoz","media/annonces/pics/2bc3d423ef3954235e2086e9bb037f90.jpg"
"1716558093-283","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=27","studio meublé 2 pièces - Cité Keur Gorgui","https://www.dakarvente.com/annonce-9947-studio-meubl-2-pices-cit-keur-gorgui.html","studio meublé 2 pièces - Cité Keur Gorgui","350.000  FCFA","Mermoz","media/annonces/pics/d67287b57d4f8c4af71b191c6904d3a8.jpg"
"1716558102-284","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=27","appartement 4 pièces - Mermoz","https://www.dakarvente.com/annonce-9948-appartement-4-pices-mermoz.html","appartement 4 pièces - Mermoz","350.000  FCFA","Mermoz","media/annonces/pics/2c8d47bd4ed590701c3f64d1c249de63.jpg"
"1716558107-285","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=27","appartements 3 pièces - Mermoz","https://www.dakarvente.com/annonce-9949-appartements-3-pices-mermoz.html","appartements 3 pièces - Mermoz","375.000  FCFA","Cité Keur Gorgui","media/annonces/pics/7280b309f0ff7821ff5d67db718f0ff1.jpg"
"1716558111-286","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=27","Appartements 3 pièces - Ouakam","https://www.dakarvente.com/annonce-9950-appartements-3-pices-ouakam.html","Appartements 3 pièces - Ouakam","350.000  FCFA","Ouakam","media/annonces/pics/71fae44e1a9eaf21c7f07816a06cc494.jpg"
"1716558115-287","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=27","studio meublé - Almadies","https://www.dakarvente.com/annonce-9954-studio-meubl-almadies.html","studio meublé - Almadies","30.000  FCFA","Almadies","media/annonces/pics/c852bdc53dd8160bc6c087ba9dc8245e.jpg"
"1716558120-288","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=27","appartement à louer mermoz","https://www.dakarvente.com/annonce-9970-appartement-louer-mermoz.html","appartement à louer mermoz","800.000  FCFA","Mermoz","media/annonces/pics/b35ba3c8a868e6f88b439862c50144b2.jpg"
"1716558123-289","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=27","Appartement 4 Chambres à louer Virage","https://www.dakarvente.com/annonce-10203-appartement-4-chambres-louer-virage.html","Appartement 4 Chambres à louer Virage","400.000  FCFA","Virage","media/annonces/pics/14f83f79ed5e224bbf675be644b126b9.jpg"
"1716558129-290","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=27","Appartement à louer pas loin Le Virage","https://www.dakarvente.com/annonce-10278-appartement-louer-pas-loin-le-virage.html","Appartement à louer pas loin Le Virage","400.000  FCFA","Virage","media/annonces/pics/bf8b1590897292c2174f6d1602f6ab5c.jpg"
"1716558133-291","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=27","Studio meublé à louer au Almadies","https://www.dakarvente.com/annonce-10346-studio-meubl-louer-au-almadies.html","Studio meublé à louer au Almadies","","Almadies","media/annonces/pics/b710d8eca6a9cd76481896f03a8c59cc.jpg"
"1716558137-292","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=27","Studio meublé à louer au point E","https://www.dakarvente.com/annonce-10436-studio-meubl-louer-au-point-e.html","Studio meublé à louer au point E","30.000  FCFA","Point E","media/annonces/pics/6660abde0e39f97182dbb1d07993c3b5.jpg"
"1716558141-293","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=27","Appartement  à louer au point E","https://www.dakarvente.com/annonce-10440-appartement-louer-au-point-e.html","Appartement  à louer au point E","1.300.000  FCFA","Point E","media/annonces/pics/34129eee3e9525408629fa118b59272b.jpg"
"1716558145-294","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=27","Appartement meublé à louer au Point E","https://www.dakarvente.com/annonce-10482-appartement-meubl-louer-au-point-e.html","Appartement meublé à louer au Point E","450.000  FCFA","Point E","media/annonces/pics/69636e488020c6f01e2ab2af161f668f.png"
"1716558150-295","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=27","Appartement à louer au Point E","https://www.dakarvente.com/annonce-10489-appartement-louer-au-point-e.html","Appartement à louer au Point E","550.000  FCFA","Point E","media/annonces/pics/b9dcc8ebd9494fb372485cca3b4a2a3f.jpeg"
"1716558154-296","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=27","Appartement à louer à Mermoz","https://www.dakarvente.com/annonce-10493-appartement-louer-mermoz.html","Appartement à louer à Mermoz","900.000  FCFA","Mermoz","media/annonces/pics/be7ff37a15946f34b310d064d83378ad.png"
"1716558158-297","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=27","Appartement à louer à la cité Keur Gorgui","https://www.dakarvente.com/annonce-10498-appartement-louer-la-cit-keur-gorgui.html","Appartement à louer à la cité Keur Gorgui","375.000  FCFA","Grand Dakar","media/annonces/pics/566281a052e30bd624dffc3ced86b3ed.jpeg"
"1716558162-298","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=27","Appartement à louer à Dakar","https://www.dakarvente.com/annonce-10499-appartement-louer-dakar.html","Appartement à louer à Dakar","325.000  FCFA","Dakar","media/annonces/pics/0c38f20b8c0600a3941589a07ae6a14a.png"
"1716558166-299","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=27","APPARTEMENT A LOUER A KEUR MASSAR CITE DES AMBASSADES","https://www.dakarvente.com/annonce-10629-appartement-a-louer-a-keur-massar-cite-des-ambassades.html","APPARTEMENT A LOUER A KEUR MASSAR CITE DES AMBASSADES","100.000  FCFA","Keur Massar","media/annonces/pics/0f0e80610ef75752d1153f848db1942d.jpeg"
"1716558170-300","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=27","APPARTEMENT A LOUER A NORD FOIRE","https://www.dakarvente.com/annonce-10630-appartement-a-louer-a-nord-foire.html","APPARTEMENT A LOUER A NORD FOIRE","600.000  FCFA","Nord Foire","media/annonces/pics/83b310650f1a9e57c96b1a5bddff50ce.jpeg"
"1716558177-301","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=27","Studio meublé à la cité keur gorgui","https://www.dakarvente.com/annonce-10647-studio-meubl-la-cit-keur-gorgui.html","Studio meublé à la cité keur gorgui","35.000  FCFA","Cité Keur Gorgui","media/annonces/pics/f5499b4f832c00afcf9aaca539ddd0e6.jpg"
"1716558182-302","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=27","loue appart meublé de luxe","https://www.dakarvente.com/annonce-10946-loue-appart-meubl-de-luxe.html","loue appart meublé de luxe","20.000  FCFA","Liberté 6","media/annonces/pics/5d1b4cfb9596b907cc61941c34ecfed0.jpg"
"1716558187-303","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=27","Appartement à louer au point E","https://www.dakarvente.com/annonce-10980-appartement-louer-au-point-e.html","Appartement à louer au point E","1.200.000  FCFA","Point E","media/annonces/pics/5a5c33fc2937a82fc4676d94d82b1f0e.jpg"
"1716558191-304","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=27","Location appartement 2 chambres salon","https://www.dakarvente.com/annonce-11047-location.html","Location appartement 2 chambres salon","230.000  FCFA","Médina","media/annonces/pics/da90a6bafbff18382936c864bafdf4af.jpg"
"1716558195-305","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=27","Appartement à Louer à la Keur Guorqui","https://www.dakarvente.com/annonce-11085-appartement-louer-la-keur-guorqui.html","Appartement à Louer à la Keur Guorqui","650.000  FCFA","Cité Keur Gorgui","media/annonces/pics/e95ac58293988478d28bca775bddc993.jpg"
"1716558200-306","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=27","Appartement à Louer ou à vendre à Mermoz","https://www.dakarvente.com/annonce-11086-appartement-louer-ou-vendre-mermoz.html","Appartement à Louer ou à vendre à Mermoz","972.000  FCFA","Mermoz","media/annonces/pics/73fe9edbbd5056f808617d35fecd72e8.jpg"
"1716558214-307","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=27","immobilier","https://www.dakarvente.com/annonce-11093-immobilier.html","immobilier","111.000.000  FCFA","Hann Bel-Air","media/annonces/pics/db9af163294ae7e496016ba3723b1b97.jpeg"
"1716558221-308","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=27","Studio Chambre salon toilette","https://www.dakarvente.com/annonce-11228-location.html","Studio Chambre salon toilette","90.000  FCFA","Médina","media/annonces/pics/23f3e50e818b4d3cb91d856068e0ab6b.jpg"
"1716558225-309","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=27","Appartement à louer au point E","https://www.dakarvente.com/annonce-11308-appartement-louer-au-point-e.html","Appartement à louer au point E","400.000  FCFA","Point E","media/annonces/pics/faa4e0639a130453e5951fc6ea0ed72d.jpg"
"1716558229-310","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=27","Appartement à louer à Mermoz","https://www.dakarvente.com/annonce-11312-appartement-louer-mermoz.html","Appartement à louer à Mermoz","325.000  FCFA","Mermoz","media/annonces/pics/2086db7731b05462d71a41fad64bf017.jpg"
"1716558234-311","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=27","grand studio a louer au rond point case ba parcelle","https://www.dakarvente.com/annonce-11368-grand-studio-a-louer-au-rond-point-case-ba-parcelle.html","grand studio a louer au rond point case ba parcelle","150.000  FCFA","Parcelles assainies","media/annonces/pics/094d34714c3ced8507de828d58bfcb9f.jpg"
"1716558239-312","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=27","Location local pour bureau","https://www.dakarvente.com/annonce-11401-location.html","Location local pour bureau","200.000  FCFA","Médina","media/annonces/pics/1ab084eaf6a2bd5c83fb769689b0f1cb.jpg"
"1716558244-313","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=27","Deux Appartement à louer à Dakar Plateau","https://www.dakarvente.com/annonce-11609-deux-appartement-louer-dakar-plateau.html","Deux Appartement à louer à Dakar Plateau","325.000  FCFA","Dakar","media/annonces/pics/d71c11cd0dece9d3ffe70f39c9bc4b3b.png"
