web-scraper-order,web-scraper-start-url,liens_articles,liens_articles-href,details,prix,adresse,images-src
"1716557522-179","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=30","Location appartement 2 pièces - Mermoz-Sacré Coeur","https://www.dakarvente.com/annonce-7704-location-appartement-2-pices-mermoz-sacr-coeur.html","Location appartement 2 pièces - Mermoz-Sacré Coeur","30.000  FCFA","Cité Keur Gorgui","media/annonces/pics/8e19175af3ea01d9898d6144cf8f3b3f.jpeg"
"1716557544-180","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=30","Location Appartement 2 pièces - Mermoz-Sacré Coeur","https://www.dakarvente.com/annonce-7706-location-appartement-2-pices-mermoz-sacr-coeur.html","Location Appartement 2 pièces - Mermoz-Sacré Coeur","30.000  FCFA","Cité Keur Gorgui","media/annonces/pics/0c8210146a9be79b0e7cdaab41c4354b.jpeg"
"1716557554-181","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=30","Location appartement meublé 2 piéces - Point E","https://www.dakarvente.com/annonce-7707-location-appartement-meubl-2-pices-point-e.html","Location appartement meublé 2 piéces - Point E","30.000  FCFA","Point E","media/annonces/pics/b6e7c65b960bc56fad7de8d2334f9e3c.jpg"
"1716557559-182","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=30","Location Studio 2 Pièces-Cite Keur Gorgui","https://www.dakarvente.com/annonce-7708-location-studio-2-pices-cite-keur-gorgui.html","Location Studio 2 Pièces-Cite Keur Gorgui","30.000  FCFA","Cité Keur Gorgui","media/annonces/pics/5e21a6d4d6a308c690c8f1a0c8f78b35.jpg"
"1716557565-183","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=30","Location Studio 2 Pièces-Cite Keur Gorgui","https://www.dakarvente.com/annonce-7710-location-studio-2-pices-cite-keur-gorgui.html","Location Studio 2 Pièces-Cite Keur Gorgui","30.000  FCFA","Cité Keur Gorgui","media/annonces/pics/f6f44a71e1edcb85a9bcff50d510c830.jpg"
"1716557570-184","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=30","Location Appartement 3 pièces - Mermoz Sacré-Cœur","https://www.dakarvente.com/annonce-7711-location-appartement-3-pices-mermoz-sacr-coeur.html","Location Appartement 3 pièces - Mermoz Sacré-Cœur","35.000  FCFA","Cité Keur Gorgui","media/annonces/pics/f1c29bc08b3aad7efc4c4c8043fb8179.jpg"
"1716557578-185","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=30","Location appartement 3 pièces - Mermoz-Sacré cœur","https://www.dakarvente.com/annonce-7714-location-appartement-3-pices-mermoz-sacr-coeur.html","Location appartement 3 pièces - Mermoz-Sacré cœur","35.000  FCFA","Cité Keur Gorgui","media/annonces/pics/5796bcec54f32ad12f14e3bc9ef1c761.jpg"
"1716557601-186","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=30","Location appartement 4 piéces - Dakar","https://www.dakarvente.com/annonce-7715-location-appartement-4-pices-dakar.html","Location appartement 4 piéces - Dakar","500.000  FCFA","Point E","media/annonces/pics/56b94d8a671166c3e4d0c7896e6193cb.jpg"
"1716557605-187","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=30","STUDIO A MAMELLES","https://www.dakarvente.com/annonce-7733-studio-a-mamelles.html","STUDIO A MAMELLES","225.000  FCFA","Ouakam","media/annonces/pics/0c3b59b14226244bede115512cc6d0b9.jpeg"
"1716557609-188","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=30","Location appartement 3 piéces - Liberté 3","https://www.dakarvente.com/annonce-7743-location-appartement-3-pices-libert-3.html","Location appartement 3 piéces - Liberté 3","250.000  FCFA","Liberté 2","media/annonces/pics/16b1600fd5b80f97d8578366c9fe8d9e.jpeg"
"1716557613-189","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=30","appartement 3 pièces - Medina","https://www.dakarvente.com/annonce-7850-appartement-3-pices-medina.html","appartement 3 pièces - Medina","250.000  FCFA","Maristes","media/annonces/pics/e52823d326d3c55524a44ab901913419.jpg"
"1716557625-190","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=29","cherche appartement (très urgent)","https://www.dakarvente.com/annonce-7854-cherche-appartement-trs-urgent.html","cherche appartement (très urgent)","110.000  FCFA","Fass","img/nophoto.png"
"1716557630-191","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=29","Appartement grand standing à louer","https://www.dakarvente.com/annonce-7861-appartement-grand-standing-louer.html","Appartement grand standing à louer","","Hann Maristes","media/annonces/pics/a7c55132fe7fe5a64cf5ecedbdd2b249.jpg"
"1716557634-192","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=29","Location appartements 3 pièces - Ouest foire","https://www.dakarvente.com/annonce-7892-location-appartements-3-pices-ouest-foire.html","Location appartements 3 pièces - Ouest foire","","Ouest Foire","media/annonces/pics/5bbe8cad47b29ebb5b4af8aa3a072106.jpg"
"1716557637-193","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=29","STUDIO A LOUER MERMOZ","https://www.dakarvente.com/annonce-7909-studio-a-louer-mermoz.html","STUDIO A LOUER MERMOZ","150.000  FCFA","Mermoz","media/annonces/pics/08df1d72898e34d76957b63f09bb0640.jpg"
"1716557643-194","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=29","appartement a louer aux point E","https://www.dakarvente.com/annonce-7919-appartement-a-louer-aux-point-e.html","appartement a louer aux point E","400.000  FCFA","Point E","media/annonces/pics/de16bfe6e9dda789cecccd2a24a4cf45.jpg"
"1716557647-195","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=29","appartement a louer mermoz","https://www.dakarvente.com/annonce-7922-appartement-a-louer-mermoz.html","appartement a louer mermoz","900.000  FCFA","Mermoz","media/annonces/pics/c57c427662d56f2e916fb7e875b64b9f.jpg"
"1716557651-196","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=29","Location appartement - Sacré cœur","https://www.dakarvente.com/annonce-7958-location-appartement-sacr-coeur.html","Location appartement - Sacré cœur","600.000  FCFA","Sacré Coeur","media/annonces/pics/60f94025b70f88ba6590ea4a2c31a68c.jpg"
"1716557655-197","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=29","appartement a louer mamalles","https://www.dakarvente.com/annonce-7968-appartement-a-louer-mamalles.html","appartement a louer mamalles","300.000  FCFA","Malika","media/annonces/pics/466734b05b7903d6245e3672e174ed08.jpg"
"1716557660-198","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=29","Location appartements 4 pièces - Mamelles","https://www.dakarvente.com/annonce-7969-location-appartements-4-pices-mamelles.html","Location appartements 4 pièces - Mamelles","300.000  FCFA","Mamelles","media/annonces/pics/2dfe070694cb2b942f0f7977247f5398.jpg"
"1716557666-199","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=29","appartement - Sotrac mermoz","https://www.dakarvente.com/annonce-7970-appartement-sotrac-mermoz.html","appartement - Sotrac mermoz","800.000  FCFA","Mermoz","media/annonces/pics/e6d12efa5d2d88e606dca4607e65d877.jpg"
"1716557670-200","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=29","Location appartement 4 piéces - Cité keur gorgui","https://www.dakarvente.com/annonce-7972-location-appartement-4-pices-cit-keur-gorgui.html","Location appartement 4 piéces - Cité keur gorgui","375.000  FCFA","Cité Keur Gorgui","media/annonces/pics/64ca869193b033454acd61d921b64f25.jpg"
"1716557680-201","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=29","Location appartements 2 pièces - Point-e","https://www.dakarvente.com/annonce-7973-location-appartements-2-pices-point-e.html","Location appartements 2 pièces - Point-e","30.000  FCFA","Point E","media/annonces/pics/6b7f5e09ee8a630a330ec730e476466b.jpg"
"1716557687-202","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=29","Location appartement 4 pièces - Ouest foire","https://www.dakarvente.com/annonce-7984-location-appartement-4-pices-ouest-foire.html","Location appartement 4 pièces - Ouest foire","350.000  FCFA","Ouest Foire","media/annonces/pics/4d35d22bb7cd10eee1466766434aa2f2.jpg"
"1716557691-203","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=29","Vente villas - Ngor","https://www.dakarvente.com/annonce-7986-vente-villas-ngor.html","Vente villas - Ngor","700.000.000  FCFA","Ngor","media/annonces/pics/7de1ae6e2e856cff207c26dbd77dad43.jpg"
"1716557695-204","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=29","Location appartement 4piéces - Mermoz","https://www.dakarvente.com/annonce-7989-location-appartement-4pices-mermoz.html","Location appartement 4piéces - Mermoz","900.000  FCFA","Mermoz","media/annonces/pics/ce2c17b8b809ca3d26b3977b1eb8edcd.jpg"
"1716557699-205","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=29","Location appartement piéces - Point E","https://www.dakarvente.com/annonce-7991-location-appartement-pices-point-e.html","Location appartement piéces - Point E","400.000  FCFA","Point E","media/annonces/pics/7344471be8f2f5996d233e618e1f2b6f.jpg"
"1716557705-206","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=29","Location Appartement 3 pièces - Ngor","https://www.dakarvente.com/annonce-7994-location-appartement-3-pices-ngor.html","Location Appartement 3 pièces - Ngor","250.000  FCFA","Ngor","media/annonces/pics/fab779558f4f5102cfafe393da9d5cc3.jpg"
"1716557709-207","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=29","Location Appartement 3 pièces - Ouest foire","https://www.dakarvente.com/annonce-7998-location-appartement-3-pices-ouest-foire.html","Location Appartement 3 pièces - Ouest foire","225.000  FCFA","Ouest Foire","media/annonces/pics/9030b31169a252187006632c8e649a95.jpg"
"1716557712-208","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=29","Location Appartement 3 pièces - Ouest foire","https://www.dakarvente.com/annonce-8001-location-appartement-3-pices-ouest-foire.html","Location Appartement 3 pièces - Ouest foire","225.000  FCFA","Ouest Foire","media/annonces/pics/28fe5a942c4fb007c4237d87a76572b5.jpg"
"1716557716-209","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=29","Location studio -Mamelles","https://www.dakarvente.com/annonce-8018-location-studio-mamelles.html","Location studio -Mamelles","225.000  FCFA","Mamelles","media/annonces/pics/f10353f1b082225e7e0fd5cae766afa8.jpg"
"1716557719-210","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=29","Location appartement 3 piéces - Liberté 3","https://www.dakarvente.com/annonce-8019-location-appartement-3-pices-libert-3.html","Location appartement 3 piéces - Liberté 3","250.000  FCFA","Liberté 2","media/annonces/pics/39d3cefd3a3e68d77c00f5bb3994d966.jpg"
"1716557723-211","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=29","appartement a louer mariste","https://www.dakarvente.com/annonce-8041-appartement-a-louer-mariste.html","appartement a louer mariste","220.000  FCFA","Maristes","media/annonces/pics/9933d8f561b2974ff91420c02fd801d4.jpg"
"1716557727-212","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=29","Location Appartement - Point E","https://www.dakarvente.com/annonce-8042-location-appartement-point-e.html","Location Appartement - Point E","350.000  FCFA","Point E","media/annonces/pics/09927f08434bb16fb961d1025d063ed4.jpg"
"1716557731-213","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=29","Location Appartement  Point E","https://www.dakarvente.com/annonce-8043-location-appartement-point-e.html","Location Appartement  Point E","400.000  FCFA","Point E","media/annonces/pics/56525b2432f19b971c894faebaf5772f.jpg"
"1716557735-214","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=29","Location Appartement 3 pièces - Mermoz","https://www.dakarvente.com/annonce-8044-location-appartement-3-pices-mermoz.html","Location Appartement 3 pièces - Mermoz","300.000  FCFA","Point E","media/annonces/pics/e848604d37848ba8530a5786f8fcb952.jpg"
"1716557739-215","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=29","Location Appartements  Point E","https://www.dakarvente.com/annonce-8045-location-appartements-point-e.html","Location Appartements  Point E","600.000  FCFA","Point E","media/annonces/pics/75c300238cd7476f700811d23004d0d4.jpg"
"1716557743-216","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=29","Location appartements 3 pièces - Ouest foire","https://www.dakarvente.com/annonce-8050-location-appartements-3-pices-ouest-foire.html","Location appartements 3 pièces - Ouest foire","225.000  FCFA","Ouest Foire","media/annonces/pics/0a35583f95e75fe712d839fde91ae393.jpg"
"1716557747-217","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=29","Location appartement 3 pièces - Medina","https://www.dakarvente.com/annonce-8053-location-appartement-3-pices-medina.html","Location appartement 3 pièces - Medina","250.000  FCFA","Médina","media/annonces/pics/eb1b1d3edd3b67f217b737e1abdd58d1.jpeg"
"1716557751-218","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=29","Location appartement 3piéces - Sacré Cœur","https://www.dakarvente.com/annonce-8129-location-appartement-3pices-sacr-coeur.html","Location appartement 3piéces - Sacré Cœur","600.000  FCFA","Sacré Coeur","media/annonces/pics/3baadec3d0d1c7d7a499534d8e4a15e4.jpg"
"1716557755-219","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=29","Appartement à louer à Reubeuss Rue Dial Diop","https://www.dakarvente.com/annonce-8192-appartement-louer-reubeuss-rue-dial-diop.html","Appartement à louer à Reubeuss Rue Dial Diop","350.000  FCFA","Plateau","media/annonces/pics/7f59aa22ca5f4592ad35724f198cb8d6.jpg"
"1716557759-220","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=29","Appartement à louer sur Mbour","https://www.dakarvente.com/annonce-8197-appartement-louer-sur-mbour.html","Appartement à louer sur Mbour","100.000  FCFA","Mbour","media/annonces/pics/1d76964a85f8d8fc021558a8c20b304b.jpg"
"1716557763-221","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=29","Location Appartement 3 pièces - Mamelles","https://www.dakarvente.com/annonce-8202-location-appartement-3-pices-mamelles.html","Location Appartement 3 pièces - Mamelles","275.000  FCFA","Mamelles","media/annonces/pics/28c17d970e3a91684b688a714bd05c5d.jpg"
"1716557767-222","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=29","Location appartement 4 pièces - Mamelles","https://www.dakarvente.com/annonce-8204-location-appartement-4-pices-mamelles.html","Location appartement 4 pièces - Mamelles","300.000  FCFA","Mamelles","media/annonces/pics/257de92d4d8cac5c83dffac7f4a8e57b.jpg"
"1716557772-223","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=29","Location appartement 4 pièces - Sotrac mermoz","https://www.dakarvente.com/annonce-8205-location-appartement-4-pices-sotrac-mermoz.html","Location appartement 4 pièces - Sotrac mermoz","800.000  FCFA","Mermoz","media/annonces/pics/abc40732cf6416fc7809bf588eff8883.jpg"
"1716557776-224","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=29","Location appartement 4piéces - Mermoz-Sacré Coeur","https://www.dakarvente.com/annonce-8206-location-appartement-4pices-mermoz-sacr-coeur.html","Location appartement 4piéces - Mermoz-Sacré Coeur","375.000  FCFA","Cité Keur Gorgui","media/annonces/pics/45b216b373345249270a29442a496f24.jpg"
"1716557780-225","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=29","Location appartements 3 pièces - Liberté 6","https://www.dakarvente.com/annonce-8208-location-appartements-3-pices-libert-6.html","Location appartements 3 pièces - Liberté 6","325.000  FCFA","Sicap liberté","media/annonces/pics/420cdd896298d8c4093edef5641bd3fa.jpg"
"1716557784-226","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=29","Location appartements 5 pièces - Keur Guorgui","https://www.dakarvente.com/annonce-8209-location-appartements-5-pices-keur-guorgui.html","Location appartements 5 pièces - Keur Guorgui","600.000  FCFA","Cité Keur Gorgui","media/annonces/pics/06ce75f56b659df89eddb78916a94060.jpg"
"1716557788-227","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=29","Location Appartements - Keur Guorgui","https://www.dakarvente.com/annonce-8210-location-appartements-keur-guorgui.html","Location Appartements - Keur Guorgui","300.000  FCFA","Cité Keur Gorgui","media/annonces/pics/2c91ee1427500360d921bdf460f7e608.jpg"
"1716557792-228","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=29","Location Appartement 4 Pièces - Mermoz","https://www.dakarvente.com/annonce-8212-location-appartement-4-pices-mermoz.html","Location Appartement 4 Pièces - Mermoz","350.000  FCFA","Mermoz","media/annonces/pics/478e2fe0bc45e912b0e9651c68ed5ee4.jpg"
"1716557796-229","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=29","location appartements 4 pièces - ouest foire","https://www.dakarvente.com/annonce-8285-location-appartements-4-pices-ouest-foire.html","location appartements 4 pièces - ouest foire","350.000  FCFA","Ouest Foire","media/annonces/pics/c755266983887f998f4ba773b1ad90b8.jpg"
"1716557800-230","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=29","Appartement à louer sur Grand mbour","https://www.dakarvente.com/annonce-8300-appartement-louer-sur-grand-mbour.html","Appartement à louer sur Grand mbour","90.000  FCFA","Mbour","media/annonces/pics/f7d73bb490ef9f61eefe6198a63bdea6.png"
"1716557813-231","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=28","Location Appartement 4 pièces - Mermoz","https://www.dakarvente.com/annonce-8304-location-appartement-4-pices-mermoz.html","Location Appartement 4 pièces - Mermoz","900.000  FCFA","Mermoz","media/annonces/pics/1b3c5e344612c2b325be0f2610835886.jpg"
"1716557817-232","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=28","Location appartement pièces - Point E","https://www.dakarvente.com/annonce-8306-location-appartement-pices-point-e.html","Location appartement pièces - Point E","400.000  FCFA","Point E","media/annonces/pics/28b29d66ff9c9b8553e4d793515b98a2.jpg"
"1716557822-233","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=28","Location appartement 3 pièces - Point E","https://www.dakarvente.com/annonce-8328-location-appartement-3-pices-point-e.html","Location appartement 3 pièces - Point E","350.000  FCFA","Point E","media/annonces/pics/28d046188af96a2e2891f518fe1f0aa9.jpg"
"1716557826-234","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=28","location appartements - mamelles extension","https://www.dakarvente.com/annonce-8343-location-appartements-mamelles-extension.html","location appartements - mamelles extension","350.000  FCFA","Mamelles","media/annonces/pics/d28986b1c2c2f0b790418d0cd0ade696.jpeg"
"1716557830-235","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=28","Location appartement 4 pièces - mamelles","https://www.dakarvente.com/annonce-8442-location-appartement-4-pices-mamelles.html","Location appartement 4 pièces - mamelles","300.000  FCFA","Mamelles","media/annonces/pics/3a324da52a21c3dcbac0cbee215c5d62.jpg"
"1716557834-236","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=28","Location Appartement 4 pièces - Point E","https://www.dakarvente.com/annonce-8448-location-appartement-4-pices-point-e.html","Location Appartement 4 pièces - Point E","600.000  FCFA","Point E","media/annonces/pics/cc8c4f1ad95d2724e2d646db35523497.jpg"
"1716557842-237","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=28","Location appartement 4 pièces - Ngor","https://www.dakarvente.com/annonce-8478-location-appartement-4-pices-ngor.html","Location appartement 4 pièces - Ngor","350.000  FCFA","Ngor","media/annonces/pics/5b59b00cf3c61f0660461f2e68ee5a64.jpg"
"1716557845-238","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=28","Location appartement 3 pièces - Ngor","https://www.dakarvente.com/annonce-8479-location-appartement-3-pices-ngor.html","Location appartement 3 pièces - Ngor","250.000  FCFA","Ngor","media/annonces/pics/4d31679ebbf2700ec499e9659143de35.jpg"
"1716557850-239","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=28","Location Appartement 3 pièces - Point E","https://www.dakarvente.com/annonce-8481-location-appartement-3-pices-point-e.html","Location Appartement 3 pièces - Point E","400.000  FCFA","Point E","media/annonces/pics/e574a5c3fb48f3e672a195093dfafab0.jpg"
"1716557854-240","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=28","Location appartement 4 pièces - Mermoz","https://www.dakarvente.com/annonce-8482-location-appartement-4-pices-mermoz.html","Location appartement 4 pièces - Mermoz","350.000  FCFA","Mermoz","media/annonces/pics/52ab0e97b7c24987f496e4f65190a104.jpg"
"1716557858-241","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=28","Location appartement 4 pièces - Sotrac mermoz","https://www.dakarvente.com/annonce-8484-location-appartement-4-pices-sotrac-mermoz.html","Location appartement 4 pièces - Sotrac mermoz","800.000  FCFA","Mermoz","media/annonces/pics/4cf195b2ec62e1e5ca9cd60e3af695e1.jpg"
"1716557863-242","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=28","Location appartements 3 pièces - Mermoz","https://www.dakarvente.com/annonce-8547-location-appartements-3-pices-mermoz.html","Location appartements 3 pièces - Mermoz","350.000  FCFA","Mermoz","media/annonces/pics/f3054fa69a518be7c1e5a602c49101a5.jpg"
"1716557867-243","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=28","location d'appartement 4 pièces Keur Gorgui","https://www.dakarvente.com/annonce-8548-location-d-appartement-4pieces-keur-guorgui.html","location d'appartement 4 pièces Keur Gorgui","600.000  FCFA","Cité Keur Gorgui","media/annonces/pics/06c5cb6c835fea6020384593dfabe153.jpg"
"1716557871-244","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=28","Studio non meublé à louer sur Saly","https://www.dakarvente.com/annonce-8623-studio-non-meubl-louer-sur-saly.html","Studio non meublé à louer sur Saly","1  FCFA","Saly","media/annonces/pics/7269a012ccb2855bf960ae25533cf093.jpeg"
"1716557875-245","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=28","Appartement non meublé à louer sur Saly","https://www.dakarvente.com/annonce-8625-appartement-non-meubl-louer-sur-saly.html","Appartement non meublé à louer sur Saly","100.000  FCFA","Saly","media/annonces/pics/f4c8bc585227c1fae04edec4feec58c6.jpeg"
"1716557879-246","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=28","Appartement à louer sur Mbour","https://www.dakarvente.com/annonce-8628-appartement-louer-sur-mbour.html","Appartement à louer sur Mbour","90.000  FCFA","Mbour","media/annonces/pics/e26e28b17acef9b37e031ef10fae8e7b.jpeg"
"1716557883-247","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=28","Location appartements 5 pièces -Sacré coeur","https://www.dakarvente.com/annonce-8645-location-appartements-5-pices-sacr-coeur.html","Location appartements 5 pièces -Sacré coeur","600.000  FCFA","Cité Keur Gorgui","media/annonces/pics/b7722e51ed79158d63c8f105a0b388e7.jpg"
"1716557887-248","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=28","Location Appartement 4pièces - Mermoz-Sacré coeur","https://www.dakarvente.com/annonce-8647-location-appartement-4pices-mermoz-sacr-coeur.html","Location Appartement 4pièces - Mermoz-Sacré coeur","375.000  FCFA","Cité Keur Gorgui","media/annonces/pics/df27be6f5b7638c9c89295d62653b615.jpg"
"1716557891-249","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=28","Studio à louer","https://www.dakarvente.com/annonce-8732-studio-louer.html","Studio à louer","200.000  FCFA","Sicap Foire","media/annonces/pics/fdcc7187505fd9402f276869c2786eea.jpg"
"1716557896-250","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=28","location appartements 5 pièces -sacré coeur","https://www.dakarvente.com/annonce-8781-location-appartements-5-pices-sacr-coeur.html","location appartements 5 pièces -sacré coeur","350.000  FCFA","Sacré Coeur","media/annonces/pics/a8b210e1dbc435cf405e0067ac616462.jpg"
"1716557903-251","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=28","Studio non meublé à louer sur Saly","https://www.dakarvente.com/annonce-8796-studio-non-meubl-louer-sur-saly.html","Studio non meublé à louer sur Saly","75.000  FCFA","Saly","media/annonces/pics/fc0b65065e43859a3212f773bee02e7b.jpg"
"1716557919-252","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=28","Appartement de 3 chambres à louer sur Saly Carrefour","https://www.dakarvente.com/annonce-8821-appartement-de-3-chambres-louer-sur-saly-carrefour.html","Appartement de 3 chambres à louer sur Saly Carrefour","150.000  FCFA","Saly","media/annonces/pics/04e5223dad89b909023e7a4a78cd9d6d.jpg"
"1716557925-253","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=28","Appartements 2 chambres à louer sur Saly","https://www.dakarvente.com/annonce-8908-appartements-2-chambres-louer-sur-saly.html","Appartements 2 chambres à louer sur Saly","110.000  FCFA","Saly","media/annonces/pics/92a6f8c3627448e906fd8ba7f93618b9.jpg"
"1716557930-254","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=28","Studio meublé à louer sur Saly","https://www.dakarvente.com/annonce-8910-studio-meubl-louer-sur-saly.html","Studio meublé à louer sur Saly","170.000  FCFA","Saly","media/annonces/pics/55ebf03aa81a6a0696269f93477a54e4.jpeg"
"1716557937-255","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=28","Appartement meublé à louer sur Ngaparou","https://www.dakarvente.com/annonce-8912-appartement-meubl-louer-sur-ngaparou.html","Appartement meublé à louer sur Ngaparou","250.000  FCFA","Ngaparou","media/annonces/pics/3150fc407228fc79c458daf5ee98e018.jpeg"
"1716557941-256","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=28","Appartement à louer en résidence sur saly","https://www.dakarvente.com/annonce-8913-appartement-louer-en-rsidence-sur-saly.html","Appartement à louer en résidence sur saly","350.000  FCFA","Saly","media/annonces/pics/4c1ff6bf0ea20595832164a8dd09ab4f.jpeg"
"1716557947-257","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=28","Appartement 2 chambres à louer sur Saly","https://www.dakarvente.com/annonce-8930-appartement-2-chambres-louer-sur-saly.html","Appartement 2 chambres à louer sur Saly","110.000  FCFA","Saly","media/annonces/pics/7694d7e6bf5fa6c6abbc3badc6e66b3b.png"
"1716557951-258","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=28","Studio a louer","https://www.dakarvente.com/annonce-9327-studio-a-louer.html","Studio a louer","150.000  FCFA","Nord Foire","media/annonces/pics/16ec21301f1fa4c8981ca92af6b259f1.jpg"
"1716557955-259","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=28","Location appartement 4 pièces - Mermoz","https://www.dakarvente.com/annonce-9363-location-appartement-4-pices-mermoz.html","Location appartement 4 pièces - Mermoz","900.000  FCFA","Liberté 2","media/annonces/pics/f2632dda5df1da92b1d2b1e0f3279af5.jpg"
"1716557959-260","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=28","studio à louer  mermoz","https://www.dakarvente.com/annonce-9376-studio-louer-mermoz.html","studio à louer  mermoz","150.000  FCFA","Mermoz","media/annonces/pics/7d179e3cb2b4d902a0991cfc4ee46b07.jpg"
