web-scraper-order,web-scraper-start-url,liens_articles,liens_articles-href,details,prix,adresse,image-src
"1716555844-20","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=48","Rufisque Terrain 190m² A Vendre","https://www.dakarvente.com/annonce-1001-rufisque-terrain-190m-a-vendre.html","Rufisque Terrain 190m² A Vendre","9.000.000  FCFA","Plateau","media/annonces/pics/152cc6d29e27d9c8d5143f37d449ae92.jpg"
"1716555860-21","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=48","Promotion Magal Touba 2018 Terrains A Vendre","https://www.dakarvente.com/annonce-1054-promotion-magal-touba-2018-terrains-a-vendre.html","Promotion Magal Touba 2018 Terrains A Vendre","1.700.000  FCFA","Plateau","media/annonces/pics/3729c744633f5cee4445e857192a5d64.jpg"
"1716555865-22","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=48","Ndayane Terrain 400m² Vue Mer A Vendre","https://www.dakarvente.com/annonce-1055-ndayane-terrain-400m-vue-mer-a-vendre.html","Ndayane Terrain 400m² Vue Mer A Vendre","12.000.000  FCFA","Mbour","media/annonces/pics/7afc301df1861a5e4050c5915dcaf863.jpg"
"1716555880-23","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=48","Promotion Terrain Diass Aéroport","https://www.dakarvente.com/annonce-1058-promotion-terrain-diass-aroport.html","Promotion Terrain Diass Aéroport","1.500.000  FCFA","Plateau","media/annonces/pics/19c11d5cb36c74b29aa8a24ae77ae30c.jpg"
"1716555888-24","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=48","Almadie Lot de Terrains A Vendre","https://www.dakarvente.com/annonce-1066-almadie-lot-de-terrains-a-vendre.html","Almadie Lot de Terrains A Vendre","60.000.000  FCFA","Plateau","media/annonces/pics/0dbc45e67a318685abf1abfa33099979.jpg"
"1716555891-25","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=48","Yeumbeule Terrains A Vendre","https://www.dakarvente.com/annonce-1067-yeumbeule-terrains-a-vendre.html","Yeumbeule Terrains A Vendre","9.500.000  FCFA","Plateau","media/annonces/pics/fc3e0a8b1404240f1f620c47730d48c1.jpg"
"1716555895-26","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=48","Promotion Terrains Magal Touba 2018","https://www.dakarvente.com/annonce-1068-promotion-terrains-magal-touba-2018.html","Promotion Terrains Magal Touba 2018","1.700.000  FCFA","Plateau","media/annonces/pics/b4e524104ff80aabf7257b84ca195477.jpg"
"1716555899-27","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=48","Urgence Terrains 100 parcelles à Tivaoune Peulh coté VDN","https://www.dakarvente.com/annonce-851-urgence-terrains-100-parcelles-tivaoune-peulh-cot-vdn.html","Urgence Terrains 100 parcelles à Tivaoune Peulh coté VDN","2.700.000  FCFA","Plateau","media/annonces/pics/b0a1c0857376a0c9e55b61f8a9fc44b4.jpg"
"1716555903-28","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=48","Terrains TF à Bambilor","https://www.dakarvente.com/annonce-850-terrains-tf-bambilor.html","Terrains TF à Bambilor","15.000  FCFA","Plateau","media/annonces/pics/373942b95fa63b4d2ecda0e2dc42d29d.jpg"
"1716555916-29","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=48","terrain a vendre","https://www.dakarvente.com/annonce-1252-terrain-a-vendre.html","terrain a vendre","1.500.000  FCFA","Rufisque","img/nophoto.png"
"1716555920-30","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=48","Vente de terrains","https://www.dakarvente.com/annonce-1277-vente-de-terrains.html","Vente de terrains","40.000.000  FCFA","Mbour","img/nophoto.png"
"1716555924-31","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=48","VENTE DE TERRAIN","https://www.dakarvente.com/annonce-1278-vente-de-terrain.html","VENTE DE TERRAIN","200.000.000  FCFA","Mbour","img/nophoto.png"
"1716555928-32","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=48","TERRAINS A VENDRE A NDIAKHIRATE","https://www.dakarvente.com/annonce-1404-terrains-a-vendre-a-ndiakhirate.html","TERRAINS A VENDRE A NDIAKHIRATE","1.500.000  FCFA","Rufisque","media/annonces/pics/df607f7d098d0642cb842910d0a1f5cd.jpg"
"1716555931-33","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=48","terrain a vendre","https://www.dakarvente.com/annonce-1433-terrain-a-vendre.html","terrain a vendre","25.000.000  FCFA","Plateau","img/nophoto.png"
"1716555936-34","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=48","Terrains à Tivaoune Peulh près de la plage","https://www.dakarvente.com/annonce-1500-terrains-tivaoune-peulh-prs-de-la-plage.html","Terrains à Tivaoune Peulh près de la plage","3.600.000  FCFA","Plateau","media/annonces/pics/c6db2b674784b97687a5c0ac47ef10d5.jpg"
"1716555940-35","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=48","Terrains à Diakhaye cité Safco","https://www.dakarvente.com/annonce-1501-terrains-diakhaye-cit-safco.html","Terrains à Diakhaye cité Safco","4.500.000  FCFA","Plateau","media/annonces/pics/6934b29a51b9cfedc71bec840d022019.jpg"
"1716555944-36","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=48","Vente de terrain à Diamniadio","https://www.dakarvente.com/annonce-1522-vente-de-terrain-diamniadio.html","Vente de terrain à Diamniadio","","Plateau","media/annonces/pics/b2e25eb7aa568d1d901edbf4b21d56d9.jpg"
"1716555948-37","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=48","Terrain","https://www.dakarvente.com/annonce-1526-terrain.html","Terrain","4.000.000  FCFA","Plateau","media/annonces/pics/c64ef8624d4169739f90686d72bc6028.jpg"
"1716555952-38","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=48","Verger 07 ha vers tivaouane","https://www.dakarvente.com/annonce-1822-verger-07-ha-vers-tivaouane.html","Verger 07 ha vers tivaouane","60.000.000  FCFA","Plateau","media/annonces/pics/5869013fff02a80dd77ed14a16b1034a.jpg"
"1716555956-39","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=48","Terrains Bambilor, Kounoune, Sendou, Keur Moussa","https://www.dakarvente.com/annonce-1910-terrains-bambilor-kounoune-sendou-keur-moussa.html","Terrains Bambilor, Kounoune, Sendou, Keur Moussa","2.700.000  FCFA","Plateau","media/annonces/pics/ec2b74c49d769885aab16c0d67cd63da.jpg"
"1716555960-40","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=48","Ouakam - terrain","https://www.dakarvente.com/annonce-2113-ouakam-terrain.html","Ouakam - terrain","35.000.000  FCFA","Plateau","media/annonces/pics/d64c52cd2772759682972efd6d329f91.jpg"
"1716555964-41","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=48","Verger de 1 hectar a vendre à bayakhe","https://www.dakarvente.com/annonce-2227-verger-de-1-hectar-a-vendre-bayakhe.html","Verger de 1 hectar a vendre à bayakhe","30.000.000  FCFA","Mbour","media/annonces/pics/fcc00d4635f53c5c90141440ab48ba19.jpg"
"1716555967-42","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=48","Terrains 225m2 à Yenn vue sur mer et Aéroport AIBD","https://www.dakarvente.com/annonce-2379-terrains-225m2-yenn-vue-sur-mer-et-aroport-aibd.html","Terrains 225m2 à Yenn vue sur mer et Aéroport AIBD","1.300.000  FCFA","Rufisque","media/annonces/pics/4959e071ffa54309e616793d2660811f.jpg"
"1716555971-43","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=48","TERRAIN 150m2 TITRE FONCIER KOUNOUNE","https://www.dakarvente.com/annonce-2381-terrain-150m2-titre-foncier-kounoune.html","TERRAIN 150m2 TITRE FONCIER KOUNOUNE","7.500.000  FCFA","Rufisque","media/annonces/pics/9b015b13ef9450fbb0b31ad1c8814d75.png"
"1716555975-44","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=48","Terrains 225m2 à Yenn vue sur mer et Aéroport AIBD","https://www.dakarvente.com/annonce-2490-terrains-225m2-yenn-vue-sur-mer-et-aroport-aibd.html","Terrains 225m2 à Yenn vue sur mer et Aéroport AIBD","1.300.000  FCFA","Diamniadio","media/annonces/pics/7370b933bdaaf27fe3f730fd71ae539c.jpg"
"1716555979-45","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=48","A Bazarder VILLA Neuve  à Tivaoune Peulh","https://www.dakarvente.com/annonce-2492-a-bazarder-villa-neuve-tivaoune-peulh.html","A Bazarder VILLA Neuve  à Tivaoune Peulh","1.300.000  FCFA","Khar Yalla","media/annonces/pics/7a0f03034e25a9520d567457ef7d2b53.jpg"
"1716555983-46","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=48","Terrains 225m2 à Yenn vue sur mer et Aéroport AIBD","https://www.dakarvente.com/annonce-2491-terrains-225m2-yenn-vue-sur-mer-et-aroport-aibd.html","Terrains 225m2 à Yenn vue sur mer et Aéroport AIBD","1.300.000  FCFA","Diamniadio","media/annonces/pics/807f13a7f74a6fac478ddb345cf90b0f.jpg"
"1716555988-47","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=48","WANTERR TERRAINS 225m2 à YENN vue sur mer et AIBD","https://www.dakarvente.com/annonce-2634-wanterr-terrains-225m2-yenn-vue-sur-mer-et-aibd.html","WANTERR TERRAINS 225m2 à YENN vue sur mer et AIBD","1.200.000  FCFA","Rufisque","media/annonces/pics/6d2283477fe431a53d9380f353ae3f8d.jpg"
"1716556000-48","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=47","A vendre un terrain à Bourguiba","https://www.dakarvente.com/annonce-2856-a-vendre-un-terrain-bourguiba.html","A vendre un terrain à Bourguiba","750.000.000  FCFA","Biscuiterie","media/annonces/pics/d8c893486cf43a9df2760aaa40b83644.jpg"
"1716556006-49","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=47","A vendre un terrain au cap manuel","https://www.dakarvente.com/annonce-2864-a-vendre-un-terrain-au-cap-manuel.html","A vendre un terrain au cap manuel","1.500.000  FCFA","Plateau","media/annonces/pics/e5dd931b31c4992efb24ac290425d51c.jpg"
"1716556014-50","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=47","A vendre un terrain à Fann résidence","https://www.dakarvente.com/annonce-2884-a-vendre-un-terrain-fann-rsidence.html","A vendre un terrain à Fann résidence","","Fann","media/annonces/pics/4d993f64ecb526e390c9c8bc49340dd8.jpg"
"1716556019-51","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=47","A vendre un terrain à Keur Gorgui","https://www.dakarvente.com/annonce-2932-a-vendre-un-terrain-keur-gorgui.html","A vendre un terrain à Keur Gorgui","185.000.000  FCFA","Cité Keur Gorgui","media/annonces/pics/41531948df928123d75b9d63e641dc85.jpg"
"1716556025-52","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=47","Terrain 10Ha agricole à vendre à Saint Louis","https://www.dakarvente.com/annonce-2940-terrain-10ha-agricole-vendre-saint-louis.html","Terrain 10Ha agricole à vendre à Saint Louis","15.000.000  FCFA","Saint Louis","media/annonces/pics/220fbd98cbbbc75ed7c34f397794bd86.jpg"
"1716556033-53","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=47","A vendre un terrain à KEUR MASSAR","https://www.dakarvente.com/annonce-2934-a-vendre-un-terrain-keur-massar.html","A vendre un terrain à KEUR MASSAR","10.500.000  FCFA","Keur Massar","media/annonces/pics/18bbeb656e852e7baf4afe2012a51b55.jpg"
"1716556042-54","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=47","Terrain à Saly","https://www.dakarvente.com/annonce-3421-terrain-saly.html","Terrain à Saly","60.000.000  FCFA","Saly","media/annonces/pics/b719797ffe1c6a49aae81f07460a24a9.png"
"1716556050-55","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=47","Terrain à Guereo","https://www.dakarvente.com/annonce-3422-terrain-guereo.html","Terrain à Guereo","6.000.000  FCFA","Mbour","media/annonces/pics/260c1b4a80256ae5f0f48780f0e252a7.png"
"1716556053-56","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=47","Terrain en vendre","https://www.dakarvente.com/annonce-3436-terrain-en-vendre.html","Terrain en vendre","6.500  FCFA","Thiès","media/annonces/pics/a2f55978ca025e99b4b8b558c13980ce.jpg"
"1716556058-57","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=47","8 terrains a kirene commune de diass","https://www.dakarvente.com/annonce-3483-8-terrains-a-kirene-commune-de-diass.html","8 terrains a kirene commune de diass","1.500.000  FCFA","Thiès","media/annonces/pics/8ec9eaf924a7b57c7a874ff19c153fe7.jpg"
"1716556061-58","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=47","150 hectares a diamgnadio","https://www.dakarvente.com/annonce-3531-150-hectares-a-diamgnadio.html","150 hectares a diamgnadio","25.000  FCFA","Diamniadio","media/annonces/pics/1d63b6fd35e3cb46cd43e1839c4d3123.jpg"
"1716556066-59","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=47","Terrain de 300 m² a sebikotane","https://www.dakarvente.com/annonce-3562-terrain-de-300-m-a-sebikotane.html","Terrain de 300 m² a sebikotane","6.000.000  FCFA","Sébikotane","media/annonces/pics/bb876865d402b9a41149b91e01b44f9b.jpg"
"1716556070-60","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=47","4000 parcelles de 150 m²","https://www.dakarvente.com/annonce-3568-4000-parcelles-de-150-m.html","4000 parcelles de 150 m²","2.500.000  FCFA","Thiès","media/annonces/pics/98134ed22820f53deadd251379d679f9.jpg"
"1716556074-61","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=47","200 hectares diamniadio","https://www.dakarvente.com/annonce-3660-200-hectares-diamniadio.html","200 hectares diamniadio","25.000  FCFA","Diamniadio","media/annonces/pics/bc484857c4098218dfc6e0a0163ab063.jpeg"
"1716556080-62","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=47","terrain titre foncier","https://www.dakarvente.com/annonce-3761-terrain-titre-foncier.html","terrain titre foncier","105.000.000  FCFA","Sicap liberté","img/nophoto.png"
"1716556101-63","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=47","Terrains TF à vendre à Keur Massar payables en tranches","https://www.dakarvente.com/annonce-3566-terrains-tf-vendre-keur-massar-payables-en-tranches.html","Terrains TF à vendre à Keur Massar payables en tranches","6.500.000  FCFA","Keur Massar","media/annonces/pics/fcb7c671d375d746e0d78b476db5bdbe.jpg"
"1716556107-64","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=47","Vente Terrains 300 m2","https://www.dakarvente.com/annonce-3788-vente-terrains-300-m2-somone.html","Vente Terrains 300 m2","12.000.000  FCFA","Somone","media/annonces/pics/0e5564c83a86ed8036fb56bcc42f3dba.jpg"
"1716556111-65","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=47","A vendre un terrain à Zac Mbao","https://www.dakarvente.com/annonce-3840-a-vendre-un-terrain-zac-mbao.html","A vendre un terrain à Zac Mbao","250.000.000  FCFA","Rufisque","media/annonces/pics/0415517f43406ad5aa5fec32f81dfb03.jpg"
"1716556115-66","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=47","A vendre des terrains à Rufisque","https://www.dakarvente.com/annonce-3854-a-vendre-des-terrains-rufisque.html","A vendre des terrains à Rufisque","","Rufisque","media/annonces/pics/ade227d35358b7959e3409b7a7dbbb70.jpg"
"1716556119-67","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=47","Terrains à Bambilor","https://www.dakarvente.com/annonce-3857-terrain-en-vendre.html","Terrains à Bambilor","2.000.000  FCFA","Rufisque","media/annonces/pics/89942c8f711740fd2699425b65375b29.jpg"
"1716556123-68","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=47","Terrains à vendre à Diass","https://www.dakarvente.com/annonce-3861-terrains-a-vendre-a-diass.html","Terrains à vendre à Diass","","Thiès","media/annonces/pics/66850914bda8211516c875409c2a6dc2.jpg"
"1716556127-69","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=47","A vendre un terrain à Rufisque","https://www.dakarvente.com/annonce-3868-a-vendre-un-terrain-rufisque.html","A vendre un terrain à Rufisque","","Rufisque","media/annonces/pics/ea52ef0ae512696f4d8ab71d9143f68f.jpg"
"1716556132-70","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=47","A vendre un terrain à Rufisque","https://www.dakarvente.com/annonce-3881-a-vendre-un-terrain-rufisque.html","A vendre un terrain à Rufisque","45.000  FCFA","Rufisque","media/annonces/pics/852eab5028c7dd038d78f3501a442477.jpg"
"1716556136-71","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=47","Terrain en vendre","https://www.dakarvente.com/annonce-3883-terrain-en-vendre.html","Terrain en vendre","600.000  FCFA","HLM","media/annonces/pics/1f23714e45709f41b34078574f913873.jpg"
"1716556140-72","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=47","A vendre un terrain sur le prolongement de VDN","https://www.dakarvente.com/annonce-3913-a-vendre-un-terrain-sur-le-prolongement-de-vdn.html","A vendre un terrain sur le prolongement de VDN","85.000  FCFA","Cambérène","media/annonces/pics/22beb991d2cd0c9928fc9bf1f7f292e3.jpg"
"1716556145-73","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=47","Terrain a vendre","https://www.dakarvente.com/annonce-3925-terrain-a-vendre.html","Terrain a vendre","7.500.000  FCFA","Rufisque","media/annonces/pics/783df98140cadd7c65ffa7f0d26af90e.jpeg"
"1716556148-74","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=47","Terrain à céder à Cap skirring","https://www.dakarvente.com/annonce-4031-terrain-cder-cap-skirring.html","Terrain à céder à Cap skirring","4.000.000  FCFA","Ziguinchor","media/annonces/pics/d7ba54dbcca98f2ef3adfc3f574de6fb.jpg"
"1716556153-75","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=47","Terrain à vendre","https://www.dakarvente.com/annonce-4044-terrain-a-vendre.html","Terrain à vendre","9.500.000  FCFA","Keur Massar","media/annonces/pics/5626c24fc53f357db9ca6eacee0973e5.jpeg"
"1716556157-76","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=47","A vendre une villa à démolir au Point E","https://www.dakarvente.com/annonce-4105-a-vendre-une-villa-dmolir-au-point-e.html","A vendre une villa à démolir au Point E","","Point E","media/annonces/pics/707d016ea367cb7fc37734bff7782244.jpg"
"1716556161-77","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=47","Des terrain a vendre","https://www.dakarvente.com/annonce-4117-des-terrain-a-vendre.html","Des terrain a vendre","1.000.000  FCFA","Rufisque","media/annonces/pics/a4651978aa585beb03153ace1d0e17f3.jpeg"
"1716556165-78","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=47","Terrain à vendre à la cité sipres","https://www.dakarvente.com/annonce-4118-terrain-a-vendre.html","Terrain à vendre à la cité sipres","18.000.000  FCFA","Rufisque","media/annonces/pics/7f5c1141fc4c77d22dc1b1164db9ba52.jpeg"
"1716556173-79","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=47","Terrain à vendre","https://www.dakarvente.com/annonce-4158-terrain-a-vendre.html","Terrain à vendre","14.000.000  FCFA","Rufisque","media/annonces/pics/e0c111dd056cd936e722b14af12b258a.jpg"
"1716556177-80","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=47","A vendre un terrain à Niague","https://www.dakarvente.com/annonce-4162-a-vendre-un-terrain-niague.html","A vendre un terrain à Niague","29.000  FCFA","Rufisque","media/annonces/pics/da63a4c432725f9b7dbca572d289f48e.jpg"
"1716556182-81","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=47","Terrain Fann Résidence Pied dans l'eau","https://www.dakarvente.com/annonce-4284-terrain-fann-rsidence-pied-dans-l-eau.html","Terrain Fann Résidence Pied dans l'eau","1.300.000  FCFA","Fann","media/annonces/pics/068a81a5a781064958139238a1b480cc.jpg"
"1716556186-82","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=47","100 hectares a mbambilor","https://www.dakarvente.com/annonce-4453-100-hectares-a-mbambilor.html","100 hectares a mbambilor","15.000  FCFA","Rufisque","media/annonces/pics/d19180d2b63d3fc78ab7f29bef645c81.jpg"
"1716556190-83","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=47","Terrain de 367m² a cité keur Gorgui","https://www.dakarvente.com/annonce-4455-terrain-de-367m-a-cit-keur-gorgui.html","Terrain de 367m² a cité keur Gorgui","180.000.000  FCFA","VDN","media/annonces/pics/c8f9b9ce06748cea65385c1af620527d.jpg"
"1716556194-84","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=47","Terrain à Diamniadio","https://www.dakarvente.com/annonce-4504-terrain-diamniadio.html","Terrain à Diamniadio","3.500.000  FCFA","Diamniadio","img/nophoto.png"
