web-scraper-order,web-scraper-start-url,liens_articles,liens_articles-href,details,prix,adresse,images-src
"1716575189-32","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2","Studio à louer Almadies","https://www.dakarvente.com/annonce-44791-studio-louer-almadies.html","Studio à louer Almadies","400.000  FCFA","Almadies","media/annonces/pics/b4c2f0f8aa03407d20a697048f72b9e0.jpeg"
"1716575193-33","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2","Appartement f3 a louer","https://www.dakarvente.com/annonce-44792-appartement-f3-a-louer.html","Appartement f3 a louer","200.000  FCFA","Ouest Foire","media/annonces/pics/b9b2dbbc8b57417276f789e5f4ae3e59.jpeg"
"1716575197-34","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2","Studio F1 à louer à Yoff cité biagui","https://www.dakarvente.com/annonce-44806-studio-f1-louer-yoff-cit-biagui.html","Studio F1 à louer à Yoff cité biagui","150.000  FCFA","Biagui","media/annonces/pics/9bfaad43d0fb18764547935b298ce0ba.png"
"1716575202-35","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2","Appartement meublé climatisé","https://www.dakarvente.com/annonce-44807-appartement-meubl-climatis.html","Appartement meublé climatisé","70.000  FCFA","Plateau","media/annonces/pics/0168f474b64eaf5da2115bc70e8ec199.jpg"
"1716575206-36","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2","APPARTEMENT A LOUER AU POINT E","https://www.dakarvente.com/annonce-3558-appartement-a-louer-au-point-e.html","APPARTEMENT A LOUER AU POINT E","400.000  FCFA","Point E","media/annonces/pics/13871c0d7c1cf7159cf02a9c285d9522.jpg"
"1716575210-37","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2","APPARTEMENT ET STUDIO A LOUER AU POINT E","https://www.dakarvente.com/annonce-3513-appartement-et-studio-a-louer-au-point-e.html","APPARTEMENT ET STUDIO A LOUER AU POINT E","400.000  FCFA","Point E","media/annonces/pics/bb0ea1b875f4a9801b8fce928615567c.jpg"
"1716575213-38","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2","Appartement à louer au Point E par mois","https://www.dakarvente.com/annonce-3510-appartement-louer-au-point-e-par-mois.html","Appartement à louer au Point E par mois","900.000  FCFA","Point E","media/annonces/pics/e0293de67f8485ec613ce6f585dca8b2.jpg"
"1716575217-39","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2","Studio meublé à Louer, Cité Keur Gorgui","https://www.dakarvente.com/annonce-3359-studio-meubl-louer-cit-keur-gorgui.html","Studio meublé à Louer, Cité Keur Gorgui","30.000  FCFA","Cité Keur Gorgui","media/annonces/pics/f55827e12cd99971e8c42a6d15427660.jpeg"
"1716575220-40","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2","Appartement à louer au Point E par mois","https://www.dakarvente.com/annonce-3357-appartement-louer-au-point-e-par-mois.html","Appartement à louer au Point E par mois","900.000  FCFA","Point E","media/annonces/pics/7c06c2868c4d3d458fb3682e93334365.jpg"
"1716575224-41","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2","APPARTEMENT A LOUER CITE KEUR GORGUI","https://www.dakarvente.com/annonce-3358-appartement-a-louer-cite-keur-gorgui.html","APPARTEMENT A LOUER CITE KEUR GORGUI","500.000  FCFA","Cité Keur Gorgui","media/annonces/pics/d5f45738ea588d2f068bbd0111e0fa81.jpg"
"1716575227-42","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2","STUDIO A LOUER","https://www.dakarvente.com/annonce-3434-studio-a-louer.html","STUDIO A LOUER","700.000  FCFA","Almadies","media/annonces/pics/7025e2faef0f999fd25c932fd09f1348.jpg"
