web-scraper-order,web-scraper-start-url,liens_articles,liens_articles-href,details,prix,adresse,images-src
"1716571154-46","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=12","Studio à louer","https://www.dakarvente.com/annonce-28520-studio-louer.html","Studio à louer","250.000  FCFA","Sacré Coeur",""
"1716571162-47","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=12","Appartement de haut standing","https://www.dakarvente.com/annonce-28527-appartement-de-haut-standing.html","Appartement de haut standing","1.300.000  FCFA","Point E","media/annonces/pics/61110009e79f7d100698d75ecd6199af.jpeg"
"1716571166-48","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=12","Un somptueux appartement meublé à louer au point E","https://www.dakarvente.com/annonce-28571-un-somptueux-appartement-meubl-louer-au-point-e.html","Un somptueux appartement meublé à louer au point E","870.000  FCFA","Point E","media/annonces/pics/9c68248206f4c17d3109f0b86037bb04.jpeg"
"1716571170-49","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=12","Location d'appartements","https://www.dakarvente.com/annonce-28658-location-d-appartements.html","Location d'appartements","466.200  FCFA","Almadies","media/annonces/pics/b3b1a7e63f3fcc2fb0e2247a8462efb4.jpeg"
"1716571173-50","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=12","Location de studio","https://www.dakarvente.com/annonce-28659-location-de-studio.html","Location de studio","259.000  FCFA","Almadies","media/annonces/pics/eb92464527ad74fb0b62b02810a17365.jpeg"
"1716571177-51","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=12","Studio à louer aux HLM5","https://www.dakarvente.com/annonce-28674-studio-louer-aux-hlm5.html","Studio à louer aux HLM5","100.000  FCFA","HLM","media/annonces/pics/027e7126d97f13965fda5390eab1034f.jpg"
"1716571181-52","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=12","APPARTEMENT 2 CHAMBRES SALON A LOUER","https://www.dakarvente.com/annonce-28698-appartement-2-chambres-salon-a-louer.html","APPARTEMENT 2 CHAMBRES SALON A LOUER","375.000  FCFA","Castors","media/annonces/pics/3767813b46f96bec1a7af53f44b99483.jpeg"
"1716571184-53","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=12","APPARTEMENT 3 CHAMBRES SALON A LOUER","https://www.dakarvente.com/annonce-28700-appartement-3-chambres-salon-a-louer.html","APPARTEMENT 3 CHAMBRES SALON A LOUER","450.000  FCFA","Castors","media/annonces/pics/199dad737ab726bf3b35dc42475d7399.jpeg"
"1716571188-54","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=12","STUDIOS A LOUER","https://www.dakarvente.com/annonce-28701-studios-a-louer.html","STUDIOS A LOUER","300.000  FCFA","Castors","media/annonces/pics/1d531506e1c728adc592f8aa66e75ca3.jpeg"
"1716571192-55","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=12","Studio séparé à louer  sacré cœur 3","https://www.dakarvente.com/annonce-28853-studio-spar-louer-sacr-coeur-3.html","Studio séparé à louer  sacré cœur 3","200.000  FCFA","Sacré Coeur","media/annonces/pics/63672d83074b1fafb2a1718cf9137f91.jpg"
"1716571196-56","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=12","Appartement chambre meublée","https://www.dakarvente.com/annonce-29065-appartement-chambre-meuble.html","Appartement chambre meublée","12.500  FCFA","Derklé","media/annonces/pics/c5d1900fd8d8ffa1b4f129eb7b71b348.jpeg"
"1716571200-57","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=12","APPARTEMENT  À LOUER","https://www.dakarvente.com/annonce-29145-appartement-louer.html","APPARTEMENT  À LOUER","400.000  FCFA","Virage","media/annonces/pics/8318a087e93a6b2734acafdefe5e0919.png"
"1716571204-58","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=12","Appartement","https://www.dakarvente.com/annonce-29147-appartement.html","Appartement","400.000  FCFA","Virage","media/annonces/pics/2235fff8248f8934985ee57521eaf706.png"
"1716571209-59","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=12","Appartement à louer","https://www.dakarvente.com/annonce-29183-appartement-louer.html","Appartement à louer","500.000  FCFA","Mamelles","media/annonces/pics/ddb6a5bc83f5ca24615fe155695901a3.png"
"1716571212-60","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=12","Appartement A LOUER","https://www.dakarvente.com/annonce-29373-appartement-a-louer.html","Appartement A LOUER","225.000  FCFA","HLM","media/annonces/pics/ec5c5b561c6fb84929625a2271af7781.png"
"1716571215-61","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=12","Appartement A LOUER","https://www.dakarvente.com/annonce-29374-appartement-a-louer.html","Appartement A LOUER","300.000  FCFA","Nord Foire","media/annonces/pics/93eec1e59a9e5103ad1c5cea18a9b139.png"
"1716571222-62","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=12","Appartement A LOUER","https://www.dakarvente.com/annonce-29380-appartement-a-louer.html","Appartement A LOUER","400.000  FCFA","Dakar","media/annonces/pics/b582aebad9ee871b38415415fb206c2b.png"
"1716571234-63","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=12","Appartement à louer","https://www.dakarvente.com/annonce-29391-appartement-louer.html","Appartement à louer","350.000  FCFA","Dieuppeul","media/annonces/pics/898aee3e6a5f3366523d5c3459804c7b.png"
"1716571239-64","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=12","Appartement à louer","https://www.dakarvente.com/annonce-29399-appartement-louer.html","Appartement à louer","275.000  FCFA","Yoff","media/annonces/pics/78656e8ef0ff6127297cc8dc2efe5a35.png"
"1716571242-65","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=12","Appartement à louer","https://www.dakarvente.com/annonce-29434-appartement-louer.html","Appartement à louer","350.000  FCFA","Mermoz","media/annonces/pics/5dfdfc946b4e245da65181100265362f.png"
"1716571246-66","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=12","Appartement à louer","https://www.dakarvente.com/annonce-29476-appartement-louer.html","Appartement à louer","1.700.000  FCFA","Point E","media/annonces/pics/9e9734abb978c1abefb6a46a5dcaaf99.jpg"
"1716571249-67","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=12","Appartement à louer","https://www.dakarvente.com/annonce-29486-appartement-louer.html","Appartement à louer","900.000  FCFA","Point E","media/annonces/pics/b25412d09fcc9f0e88921cfb24462661.jpeg"
"1716571252-68","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=12","Recherche d'appartement à louer","https://www.dakarvente.com/annonce-29516-recherche-d-appartement-louer.html","Recherche d'appartement à louer","250.000  FCFA","Golf","img/nophoto.png"
"1716571255-69","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=12","Appartement à louer","https://www.dakarvente.com/annonce-29524-appartement-louer.html","Appartement à louer","500.000  FCFA","Mermoz","media/annonces/pics/da96969a13efccf84f45e8ec7ee00733.png"
"1716571260-70","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=12","Appartement à louer","https://www.dakarvente.com/annonce-29537-appartement-louer.html","Appartement à louer","750.000  FCFA","Mermoz","media/annonces/pics/4016d43df93484c56c03c30ee7b3a0ca.png"
"1716571263-71","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=12","Appartement à louer","https://www.dakarvente.com/annonce-29587-appartement-louer.html","Appartement à louer","500.000  FCFA","Cité Batrain","media/annonces/pics/1c85ac657d31caf3965f1abb656fb3b5.jpg"
"1716571266-72","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=12","Appartement à louer","https://www.dakarvente.com/annonce-29636-appartement-louer.html","Appartement à louer","800.000  FCFA","Almadies","media/annonces/pics/089d6209caad6fdebf4f77fae96eded4.jpg"
"1716571269-73","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=12","Appartement A LOUER","https://www.dakarvente.com/annonce-29665-appartement-a-louer.html","Appartement A LOUER","350.000  FCFA","Zone A","media/annonces/pics/119f6f2d7a20011fe001f096f59bb204.jpg"
"1716571273-74","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=12","Appartement à louer","https://www.dakarvente.com/annonce-29797-appartement-louer.html","Appartement à louer","450.000  FCFA","Mermoz","media/annonces/pics/16a018bd6fd97d62e29bf959505f65a3.jpeg"
"1716571276-75","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=12","Appartement A LOUER","https://www.dakarvente.com/annonce-29837-appartement-a-louer.html","Appartement A LOUER","500.000  FCFA","Almadies","media/annonces/pics/5224bb01b1a08f8a01e92fbc8c20f086.jpeg"
"1716571279-76","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=12","Appartement A LOUER","https://www.dakarvente.com/annonce-29839-appartement-a-louer.html","Appartement A LOUER","225.000  FCFA","Ouakam","media/annonces/pics/83f2c17817a5fb2588c1538766b1b235.jpeg"
"1716571283-77","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=12","Appartement A LOUER","https://www.dakarvente.com/annonce-29843-appartement-a-louer.html","Appartement A LOUER","225.000  FCFA","Ouakam","media/annonces/pics/72e81de7bb896c980cf6f914f4eb853a.jpeg"
"1716571292-78","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=11","Appartement A LOUER","https://www.dakarvente.com/annonce-29842-appartement-a-louer.html","Appartement A LOUER","225.000  FCFA","Ouakam","media/annonces/pics/5d8b5be5c2fcb738d03d70098aa68c81.jpeg"
"1716571295-79","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=11","Appartement A LOUER","https://www.dakarvente.com/annonce-29845-appartement-a-louer.html","Appartement A LOUER","225.000  FCFA","Ouakam","media/annonces/pics/8088cdc9ad12059c63130451510175c6.jpeg"
"1716571298-80","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=11","Appartement A LOUER","https://www.dakarvente.com/annonce-29844-appartement-a-louer.html","Appartement A LOUER","225.000  FCFA","Ouakam","media/annonces/pics/3cc10860958ad9d3ee8a6323e2a4fd5b.jpeg"
"1716571302-81","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=11","Appartement A LOUER","https://www.dakarvente.com/annonce-29846-appartement-a-louer.html","Appartement A LOUER","225.000  FCFA","Ouakam","media/annonces/pics/bf0b15855f59920381d256bb5dbae002.jpeg"
"1716571305-82","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=11","Appartement 2 chambres plus salon à louer","https://www.dakarvente.com/annonce-29970-appartement-2-chambres-plus-salon-louer.html","Appartement 2 chambres plus salon à louer","200.000  FCFA","Ouest Foire","media/annonces/pics/67d1185220c3a94aef8a182412c8dca2.jpg"
"1716571308-83","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=11","Appartement neuf à louer","https://www.dakarvente.com/annonce-30008-appartement-neuf-louer.html","Appartement neuf à louer","550.000  FCFA","Biagui","media/annonces/pics/c0f976ec6c7145a8b3921a4c38af7db7.jpg"
"1716571312-84","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=11","Appartement  F3","https://www.dakarvente.com/annonce-30126-appartement-f3.html","Appartement  F3","150.000  FCFA","Diamniadio","media/annonces/pics/8667d5282ebadfb75ecf2aca299b5d77.jpeg"
"1716571315-85","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=11","Appartement F4","https://www.dakarvente.com/annonce-30127-appartement-f4.html","Appartement F4","230.000  FCFA","Diamniadio","media/annonces/pics/ae51050ebcf2e82e6e26a766d2b29735.jpeg"
"1716571319-86","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=11","Appartement à louer Dakar Ngor","https://www.dakarvente.com/annonce-30666-appartement-louer-dakar-ngor.html","Appartement à louer Dakar Ngor","400.000  FCFA","Almadies","media/annonces/pics/4749ad7b1aab7c29b4757845939c355b.png"
"1716571323-87","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=11","APPARTEMENT A LOUER AUX ALMADIES TRES PROPRE","https://www.dakarvente.com/annonce-30707-appartement-a-louer-aux-almadies-tres-propre.html","APPARTEMENT A LOUER AUX ALMADIES TRES PROPRE","1.000.000  FCFA","Almadies","media/annonces/pics/9e79282b9bec7e56c7cbc9db5b4c5f8a.jpeg"
"1716571326-88","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=11","APPARTEMENT A LOUER A LIBERTÉ 6 EXTENSION","https://www.dakarvente.com/annonce-30708-appartement-a-louer-a-libert-6-extension.html","APPARTEMENT A LOUER A LIBERTÉ 6 EXTENSION","300.000  FCFA","Liberté 2","media/annonces/pics/fc297d7f2fc8bc12dfa4d7e1786f6a98.jpeg"
"1716571329-89","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=11","APPARTEMENT A LOUER AUX ALMADIES","https://www.dakarvente.com/annonce-30721-appartement-a-louer-aux-almadies.html","APPARTEMENT A LOUER AUX ALMADIES","310.000  FCFA","Almadies","media/annonces/pics/6b9cb21281e443660ccb0971a579ecd3.jpg"
"1716571333-90","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=11","APPARTEMENT A LOUER AUX ALMADIES","https://www.dakarvente.com/annonce-30722-appartement-a-louer-aux-almadies.html","APPARTEMENT A LOUER AUX ALMADIES","45.000  FCFA","Almadies","media/annonces/pics/13275d747e34cf628ece787c7b5a706b.jpg"
"1716571336-91","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=11","STUDIO A  LOUER","https://www.dakarvente.com/annonce-30723-studio-a-louer.html","STUDIO A  LOUER","35.000  FCFA","Almadies","media/annonces/pics/85dc2240ab1c0d9a30c73997a3c8b8cc.jpg"
"1716571340-92","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=11","Appartement à louer","https://www.dakarvente.com/annonce-30732-appartement-louer.html","Appartement à louer","45.000  FCFA","Point E","img/nophoto.png"
"1716571343-93","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=11","Appartement A LOUER","https://www.dakarvente.com/annonce-30744-appartement-a-louer.html","Appartement A LOUER","40.000  FCFA","Mermoz","media/annonces/pics/468f8a9086ed85ce36a8cb9fbf68b522.jpg"
"1716571347-94","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=11","APPARTEMENT A LOUER AUX ALMADIES","https://www.dakarvente.com/annonce-30771-appartement-a-louer-aux-almadies.html","APPARTEMENT A LOUER AUX ALMADIES","900.000  FCFA","Almadies","media/annonces/pics/9c9e57fc0b565f45ea3165075901bf26.jpg"
"1716571350-95","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=11","APPARTEMENT A LOUER AUX ALAMADIES","https://www.dakarvente.com/annonce-30783-appartement-a-louer-aux-alamadies.html","APPARTEMENT A LOUER AUX ALAMADIES","45  FCFA","Almadies","media/annonces/pics/5a8c7e9e0b27fb8f0b2f13e0cd8a53af.jpg"
"1716571354-96","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=11","STUDIO A  LOUER","https://www.dakarvente.com/annonce-30785-studio-a-louer.html","STUDIO A  LOUER","35.000  FCFA","Point E","media/annonces/pics/e610bd313d1aec5fa30f8aed61754ec1.jpg"
"1716571357-97","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=11","Appartement à louer Dakar Mamelles","https://www.dakarvente.com/annonce-30788-appartement-louer-dakar-mamelles.html","Appartement à louer Dakar Mamelles","200.000  FCFA","Mamelles","img/nophoto.png"
"1716571360-98","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=11","APPARTEMENT A LOUER A LIBERTE 6","https://www.dakarvente.com/annonce-30800-appartement-a-louer-a-liberte-6.html","APPARTEMENT A LOUER A LIBERTE 6","600.000  FCFA","Liberté 6","media/annonces/pics/e954d9bc5eb3958c652257a6effacdea.jpg"
"1716571363-99","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=11","APPARTEMENT A LOUER A LA CITÉ KEUR GORGUI","https://www.dakarvente.com/annonce-30806-appartement-a-louer-a-la-cit-keur-gorgui.html","APPARTEMENT A LOUER A LA CITÉ KEUR GORGUI","450.000  FCFA","Cité Keur Gorgui","media/annonces/pics/fedd9fcca08811d4aed63813a363b6e0.jpg"
"1716571367-100","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=11","APPARTEMENT A LOUER A OUAGOU NIAYE","https://www.dakarvente.com/annonce-30809-appartement-a-louer-a-ouagou-niaye.html","APPARTEMENT A LOUER A OUAGOU NIAYE","240.000  FCFA","Bene Tally","media/annonces/pics/87ea14e3e775c122f4e5953e300f6020.jpeg"
"1716571370-101","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=11","STUDIO A LOUER NEUF A OUAKAM CITE ASECNA","https://www.dakarvente.com/annonce-30814-studio-a-louer-neuf-a-ouakam-cite-asecna.html","STUDIO A LOUER NEUF A OUAKAM CITE ASECNA","260.000  FCFA","Mamelles","media/annonces/pics/cb624dbabe9db41d4ee397610572cb84.jpg"
"1716571373-102","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=11","APPARTEMENT A LOUER A LA CITE ATAYA","https://www.dakarvente.com/annonce-30819-appartement-a-louer-a-la-cite-ataya.html","APPARTEMENT A LOUER A LA CITE ATAYA","400.000  FCFA","Dakar","media/annonces/pics/db8167c559d354bcae330f718da6c10a.jpg"
"1716571379-103","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=11","APPARTEMENT A LOUER A LA PATTE D'OIE","https://www.dakarvente.com/annonce-30820-appartement-a-louer-a-la-patte-d-oie.html","APPARTEMENT A LOUER A LA PATTE D'OIE","280.000  FCFA","Dakar","media/annonces/pics/2f75fad57ce983d3604b4246e0e9ee94.jpg"
"1716571383-104","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=11","APPARTEMENT A LOUER A HLM GRAND YOFF","https://www.dakarvente.com/annonce-30821-appartement-a-louer-a-hlm-grand-yoff.html","APPARTEMENT A LOUER A HLM GRAND YOFF","350.000  FCFA","Dakar","media/annonces/pics/70510dfda0973b8666a63fb1d745cb69.jpg"
"1716571388-105","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=11","APPARTEMENT A LOUER A LA CITE BIAGUI","https://www.dakarvente.com/annonce-30824-appartement-a-louer-a-la-cite-biagui.html","APPARTEMENT A LOUER A LA CITE BIAGUI","600.000  FCFA","Biagui","media/annonces/pics/9e0664c96efa20c98a8377617da16602.jpg"
"1716571394-106","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=11","APPARTEMENT A LOUER A A AMITIE 1","https://www.dakarvente.com/annonce-30825-appartement-a-louer-a-a-amitie-1.html","APPARTEMENT A LOUER A A AMITIE 1","50.000  FCFA","Dakar","media/annonces/pics/faed8aebdf1d98227400b607d7906e75.jpg"
"1716571399-107","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=11","APPARTEMENT A LOUER A LA CITÉ BATRAIN","https://www.dakarvente.com/annonce-30826-appartement-a-louer-a-la-cit-batrain.html","APPARTEMENT A LOUER A LA CITÉ BATRAIN","450.000  FCFA","Dakar","media/annonces/pics/8ded3dfaac97669816059a46140cbff0.jpg"
"1716571407-108","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=11","APPARTEMENT A LOUER A SACRÉ CŒUR","https://www.dakarvente.com/annonce-30827-appartement-a-louer-a-sacr-coeur.html","APPARTEMENT A LOUER A SACRÉ CŒUR","550.000  FCFA","Dakar","media/annonces/pics/90f0643dd0da02a992e523d9b4a43225.jpg"
"1716571412-109","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=11","APPARTEMENT A LOUER A OUEST FOIRE","https://www.dakarvente.com/annonce-30829-appartement-a-louer-a-ouest-foire.html","APPARTEMENT A LOUER A OUEST FOIRE","325.000  FCFA","Dakar","media/annonces/pics/c9c413070df8f1af53f63f47c776d738.jpg"
"1716571417-110","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=11","APPARTEMENT A LOUER A LA CITÉ MOURTADA","https://www.dakarvente.com/annonce-30830-appartement-a-louer-a-la-cit-mourtada.html","APPARTEMENT A LOUER A LA CITÉ MOURTADA","400.000  FCFA","Dakar","media/annonces/pics/70cb4a8d5375cf2c189f1a2ffe0b4397.jpg"
"1716571421-111","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=11","APPARTEMENT A LOUER A OUAKAM CITE AVION","https://www.dakarvente.com/annonce-30890-appartement-a-louer-a-ouakam-cite-avion.html","APPARTEMENT A LOUER A OUAKAM CITE AVION","250.000  FCFA","Dakar","media/annonces/pics/8a8acee336e0b05f76f0b1ad7263e851.png"
"1716571425-112","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=11","APPARTEMENT A LOUER A LA ZONE B","https://www.dakarvente.com/annonce-30891-appartement-a-louer-a-la-zone-b.html","APPARTEMENT A LOUER A LA ZONE B","500.000  FCFA","Dakar","media/annonces/pics/2325b9f77eb182cdd60fc53d38254347.png"
"1716571428-113","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=11","APPARTEMENT A LOUER A SACRÉ CŒUR VERS LA BOULANGERIE JAUNE","https://www.dakarvente.com/annonce-30893-appartement-a-louer-a-sacr-coeur-vers-la-boulangerie-jaune.html","APPARTEMENT A LOUER A SACRÉ CŒUR VERS LA BOULANGERIE JAUNE","350.000  FCFA","Dakar","media/annonces/pics/851aa892d6e4bc73fab82dfc1dd2888f.png"
"1716571432-114","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=11","APPARTEMENT A LOUER A DAKAR PLATEAU CENTRE VILLE","https://www.dakarvente.com/annonce-30895-appartement-a-louer-a-dakar-plateau-centre-ville.html","APPARTEMENT A LOUER A DAKAR PLATEAU CENTRE VILLE","750.000  FCFA","Dakar","media/annonces/pics/ded1cd649aaa0aaa43b95af16555ac94.jpg"
"1716571435-115","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=11","APPARTEMENT A LOUER AUX ALMADIES","https://www.dakarvente.com/annonce-30926-appartement-a-louer-aux-almadies.html","APPARTEMENT A LOUER AUX ALMADIES","900.000  FCFA","Dakar","media/annonces/pics/6a80497b55118503d8b00a40bc3ec0d0.jpg"
"1716571440-116","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=11","APPARTEMENT A LOUER A LIBERTÉ 6 EXTENSION","https://www.dakarvente.com/annonce-30927-appartement-a-louer-a-libert-6-extension.html","APPARTEMENT A LOUER A LIBERTÉ 6 EXTENSION","400.000  FCFA","Dakar","media/annonces/pics/5b2abe418e7578d6d1f1daddde674102.jpg"
"1716571443-117","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=11","APPARTEMENT A LOUER A LA CITE KEUR GORGUI","https://www.dakarvente.com/annonce-30930-appartement-a-louer-a-la-cite-keur-gorgui.html","APPARTEMENT A LOUER A LA CITE KEUR GORGUI","450.000  FCFA","Dakar","media/annonces/pics/d1c3f19e39c49a2a46ba103dd20603c1.jpg"
"1716571451-118","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=11","A louer appartement vide (non meublé) sacre coeur mat force hyundai","https://www.dakarvente.com/annonce-30935-a-louer-appartement-vide-non-meubl-sacre-coeur-mat-force-hyundai.html","A louer appartement vide (non meublé) sacre coeur mat force hyundai","800.000  FCFA","Sacré Coeur","media/annonces/pics/447d750b27f08458ed0e9cca0ad193cb.jpg"
"1716571456-119","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=11","Appartement meublé à louer aux Almadies","https://www.dakarvente.com/annonce-30976-appartement-meubl-louer-aux-almadies.html","Appartement meublé à louer aux Almadies","45.000  FCFA","Dakar","media/annonces/pics/1f7a17055806efa36ffd4edcd0d42424.jpg"
"1716571469-120","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=10","Studio meublé à louer aux Almadies","https://www.dakarvente.com/annonce-30977-studio-meubl-louer-aux-almadies.html","Studio meublé à louer aux Almadies","35.000  FCFA","Dakar","media/annonces/pics/8628c1aa26793f6d1beb057a121d9001.jpg"
