web-scraper-order,web-scraper-start-url,liens_articles,liens_articles-href,details,prix,adresse,image-src
"1716564493-1","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=15","TERRAIN À VENDRE DIAMNIADIO","https://www.dakarvente.com/annonce-36824-terrain-vendre-diamniadio.html","TERRAIN À VENDRE DIAMNIADIO","18.000.000  FCFA","Diamniadio","media/annonces/pics/cc347f9a5a55e205fa6aa6e6b8ddb881.jpeg"
"1716564497-2","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=15","Terrain nu","https://www.dakarvente.com/annonce-36833-terrain-nu.html","Terrain nu","8.000.000  FCFA","Kaolack","img/nophoto.png"
"1716564501-3","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=15","Terrain Délibération","https://www.dakarvente.com/annonce-36881-terrain-dlibration.html","Terrain Délibération","1.800.000  FCFA","Thiès","media/annonces/pics/e82a5d313a40c20733ecd89304c75752.jpg"
"1716564505-4","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=15","terrain de 271 metres carrés","https://www.dakarvente.com/annonce-36903-terrain-de-271-metres-carrs.html","terrain de 271 metres carrés","10.000.000  FCFA","Saly","media/annonces/pics/8b36357dbab0d6df01153e18ea9bea8d.jpg"
"1716564508-5","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=15","Vente de terrain","https://www.dakarvente.com/annonce-36913-vente-de-terrain.html","Vente de terrain","6.500.000  FCFA","Rufisque","media/annonces/pics/ac9e28981b8ca5e0bd00ee9ab0ba2afe.png"
"1716564512-6","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=15","Terrain 600m2 à vendre à Liberté 6","https://www.dakarvente.com/annonce-36932-terrain-600m2-vendre-libert-6.html","Terrain 600m2 à vendre à Liberté 6","400.000.000  FCFA","Liberté 6","media/annonces/pics/c3cb86a2be8f75c47ecf007969196f6e.jpg"
"1716564517-7","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=15","Terrain de 450 m2","https://www.dakarvente.com/annonce-36937-terrain-de-450-m2.html","Terrain de 450 m2","15.000.000  FCFA","Saly","media/annonces/pics/0be725e8de241b312e94f43eaf256a44.jpg"
"1716564521-8","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=15","Terrain à vendre","https://www.dakarvente.com/annonce-36948-terrain-vendre.html","Terrain à vendre","110.000.000  FCFA","Mamelles","media/annonces/pics/971ede037465eb01a890cae6b088f565.jpg"
"1716564525-9","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=15","Terrains à vendre à Diamniadio titre bail","https://www.dakarvente.com/annonce-36959-terrains-vendre-diamniadio-titre-bail.html","Terrains à vendre à Diamniadio titre bail","13.000.000  FCFA","Diamniadio","media/annonces/pics/3e517c08ca25de7b3513d14b93c99941.jpg"
"1716564528-10","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=15","Terrain 600 mètres carrés à Malicounda","https://www.dakarvente.com/annonce-36967-terrain-600-mtres-carrs-malicounda.html","Terrain 600 mètres carrés à Malicounda","10.000.000  FCFA","Mbour","media/annonces/pics/f79ef0023f801f3e6cce61f3a5118261.jpg"
"1716564532-11","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=15","terrain de 600 mètres carrés","https://www.dakarvente.com/annonce-37010-terrain-de-600-mtres-carrs.html","terrain de 600 mètres carrés","35.000.000  FCFA","Saly","media/annonces/pics/a32a22c35cbce5e6ea796b53b9d1c10b.jpg"
"1716564536-12","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=15","Terrains à vendre à Diamniadio PUD","https://www.dakarvente.com/annonce-37012-terrains-vendre-diamniadio-pud.html","Terrains à vendre à Diamniadio PUD","13.000.000  FCFA","Diamniadio","media/annonces/pics/e086c5c7dc2bd14c5d448fc3beec64de.jpeg"
"1716564540-13","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=15","TF 150m² Almadies 2","https://www.dakarvente.com/annonce-37024-tf-150m-almadies-2.html","TF 150m² Almadies 2","35.000.000  FCFA","Almadies","media/annonces/pics/0062e1a901d33adc8570873a9969f7aa.jpg"
"1716564545-14","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=15","Terrain 1000 mètres carrés à Ndiorokh","https://www.dakarvente.com/annonce-37033-terrain-1000-mtres-carrs-ndiorokh.html","Terrain 1000 mètres carrés à Ndiorokh","15.000.000  FCFA","Ngaparou","media/annonces/pics/2307fb7abfffaacc98c44018790cc03e.jpg"
"1716564548-15","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=15","terrain de 500 mètres carrés","https://www.dakarvente.com/annonce-37037-terrain-de-500-mtres-carrs.html","terrain de 500 mètres carrés","35.000.000  FCFA","Saly","media/annonces/pics/bccd1801a0cdc232bfc0608735642d8b.jpg"
"1716564551-16","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=15","Terrain 225 mètres carrés à Nguékhokh","https://www.dakarvente.com/annonce-37074-terrain-225-mtres-carrs-ngukhokh.html","Terrain 225 mètres carrés à Nguékhokh","4.000.000  FCFA","Mbour","media/annonces/pics/f833502e09e5caaf2b4dee5a2a451df1.jpg"
"1716564555-17","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=15","Terrain de 300 mètres carrés à Malicounda","https://www.dakarvente.com/annonce-37084-terrain-de-300-mtres-carrs-malicounda.html","Terrain de 300 mètres carrés à Malicounda","7.500.000  FCFA","Mbour","media/annonces/pics/c9e11829266001a93170fa0a57da0dd5.jpg"
"1716564558-18","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=15","Lots de terrains à vendre sur Diamniadio","https://www.dakarvente.com/annonce-37096-lots-de-terrains-vendre-sur-diamniadio.html","Lots de terrains à vendre sur Diamniadio","13.000.000  FCFA","Diamniadio","media/annonces/pics/a117016612785dfda2e8b7bfaf6748c4.jpeg"
"1716564561-19","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=15","Terrains à Diamniadio Pôle urbain","https://www.dakarvente.com/annonce-37098-terrains-diamniadio-ple-urbain.html","Terrains à Diamniadio Pôle urbain","13.000.000  FCFA","Diamniadio","media/annonces/pics/a263bcb64bacd54c1dd6f6da17a47872.jpeg"
"1716564564-20","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=15","Terrain à vendre Diamniadio","https://www.dakarvente.com/annonce-37103-terrain-vendre-diamniadio.html","Terrain à vendre Diamniadio","13.000.000  FCFA","Diamniadio","img/nophoto.png"
"1716564568-21","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=15","terrain de 1200 metres carrés à Malicounda","https://www.dakarvente.com/annonce-37128-terrain-de-1200-metres-carrs-malicounda.html","terrain de 1200 metres carrés à Malicounda","7.500.000  FCFA","Mbour","media/annonces/pics/8cbc6d52238bb1a87d9ed4a98de0fada.jpg"
"1716564572-22","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=15","TERRAINS A VENDRE A DIAMNIADIO","https://www.dakarvente.com/annonce-37145-terrains-a-vendre-a-diamniadio.html","TERRAINS A VENDRE A DIAMNIADIO","13.000.000  FCFA","Diamniadio","media/annonces/pics/6a513a06411f0fe3a83bfc10bef2d523.jpeg"
"1716564575-23","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=15","UNE BELLE OPPORTUNITÉ À SAISIR UN TERRAIN À VENDRE","https://www.dakarvente.com/annonce-37216-une-belle-opportunit-saisir-un-terrain-vendre.html","UNE BELLE OPPORTUNITÉ À SAISIR UN TERRAIN À VENDRE","115.000.000  FCFA","Mamelles","media/annonces/pics/3bc608035134e9c932d6f4642c742e9d.jpg"
"1716564578-24","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=15","TERRAIN AU VIRAGE À VENDRE","https://www.dakarvente.com/annonce-37230-terrain-au-virage-vendre.html","TERRAIN AU VIRAGE À VENDRE","1.000.000  FCFA","Virage","media/annonces/pics/25db56abe2908fe8752bd10fe5479702.jpg"
"1716564582-25","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=15","A vendre terrain","https://www.dakarvente.com/annonce-37241-a-vendre-terrain.html","A vendre terrain","8.000.000  FCFA","Malika","img/nophoto.png"
"1716564586-26","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=15","Terrain à vendre","https://www.dakarvente.com/annonce-37257-terrain-vendre.html","Terrain à vendre","4.000.000  FCFA","Diamniadio","img/nophoto.png"
"1716564589-27","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=15","Terrain à vendre","https://www.dakarvente.com/annonce-37272-terrain-vendre.html","Terrain à vendre","4.000.000  FCFA","Diamniadio","img/nophoto.png"
"1716564592-28","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=15","Parcelles viabilisées à vendre à Diamniadio","https://www.dakarvente.com/annonce-37274-parcelles-viabilises-vendre-diamniadio.html","Parcelles viabilisées à vendre à Diamniadio","13.000.000  FCFA","Diamniadio","media/annonces/pics/abdde648575e0dbb4c98cb3b0e924778.jpeg"
"1716564596-29","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=15","Terrain de 12500m² en vente sur Sindia en face de la réserve de Bandia","https://www.dakarvente.com/annonce-37302-terrain-de-12500m-en-vente-sur-sindia-en-face-de-la-rserve-de-bandia.html","Terrain de 12500m² en vente sur Sindia en face de la réserve de Bandia","20.000  FCFA","Mbour","media/annonces/pics/13ff1268976fd87720b4c5cde3ea844c.jpeg"
"1716564599-30","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=15","Terrain 400 mètres carrés à Saly","https://www.dakarvente.com/annonce-37312-terrain-400-mtres-carrs-saly.html","Terrain 400 mètres carrés à Saly","23.000.000  FCFA","Saly","media/annonces/pics/1e6f12590f90426ba3304af8badbc0cb.jpg"
"1716564603-31","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=15","Terrain de 400 mètres carrés à Saly Diambar","https://www.dakarvente.com/annonce-37315-terrain-de-400-mtres-carrs-saly-diambar.html","Terrain de 400 mètres carrés à Saly Diambar","23.000.000  FCFA","Saly","media/annonces/pics/7034b115156cc98fb2ec3b9cf5e9fc01.jpg"
"1716564624-32","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=15","Terrain à vendre","https://www.dakarvente.com/annonce-37319-terrain-vendre.html","Terrain à vendre","70.000.000  FCFA","Saly","media/annonces/pics/bd095804192a8f264363c6281305f38f.jpg"
"1716564638-33","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=15","Terrain à vendre à Guereo","https://www.dakarvente.com/annonce-37320-terrain-vendre-guereo.html","Terrain à vendre à Guereo","350.000.000  FCFA","Mbour","media/annonces/pics/9775a862d542fd8997799582886b0952.jpg"
"1716564652-34","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=15","Terrain à vendre à Guereo","https://www.dakarvente.com/annonce-37321-terrain-vendre-guereo.html","Terrain à vendre à Guereo","210.000.000  FCFA","Somone","media/annonces/pics/f8f465de05b27faf55b64802c53a55fe.jpg"
"1716564666-35","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=15","Terrain à vendre","https://www.dakarvente.com/annonce-37331-terrain-vendre.html","Terrain à vendre","9.000.000  FCFA","Saint Louis","media/annonces/pics/0826d1ca4ce83598040a09caa5729a17.jpg"
"1716564671-36","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=15","Terrain de 500 mètres carrés à Gandigal Mbour","https://www.dakarvente.com/annonce-37356-terrain-de-500-mtres-carrs-gandigal-mbour.html","Terrain de 500 mètres carrés à Gandigal Mbour","9.500.000  FCFA","Mbour","media/annonces/pics/087258b947b530a4feb54d2cf2326526.jpg"
"1716564676-37","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=15","COOPÉRATIVE DE TERRAIN À THIÈS","https://www.dakarvente.com/annonce-37378-cooprative-de-terrain-this.html","COOPÉRATIVE DE TERRAIN À THIÈS","1.500.000  FCFA","Thiès","media/annonces/pics/6b717d3ce59c6e0defbd8385c74569b3.jpg"
"1716564681-38","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=15","Terrain 300 mètres carrés à Saly","https://www.dakarvente.com/annonce-37445-terrain-300-mtres-carrs-saly.html","Terrain 300 mètres carrés à Saly","10.000.000  FCFA","Saly","media/annonces/pics/7493bab25ba39429b317e56e5ae1f27a.jpg"
"1716564686-39","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=15","terrain de 350 metres carres a saly","https://www.dakarvente.com/annonce-37462-terrain-de-350-metres-carres-a-saly.html","terrain de 350 metres carres a saly","20.000.000  FCFA","Saly","media/annonces/pics/3fc89fc98ce642128e58b031ce591040.jpg"
"1716564691-40","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=15","Terrains Bambilor en Face Comico","https://www.dakarvente.com/annonce-37472-terrains-bambilor-en-face-comico.html","Terrains Bambilor en Face Comico","1.000.000  FCFA","Rufisque","media/annonces/pics/3611bbeb34f14772ceb89999de491900.jpg"
"1716564696-41","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=15","Terrain tf","https://www.dakarvente.com/annonce-37549-terrain-tf.html","Terrain tf","11.000.000  FCFA","Keur Massar","media/annonces/pics/18bd58fab537428bd8c162bd4a1c5411.jpeg"
"1716564700-42","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=15","Terrain à vendre","https://www.dakarvente.com/annonce-37556-terrain-vendre.html","Terrain à vendre","190.000.000  FCFA","Almadies","img/nophoto.png"
"1716564730-43","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=14","Terrain 300 mètres carrés à Saly","https://www.dakarvente.com/annonce-37600-terrain-300-mtres-carrs-saly.html","Terrain 300 mètres carrés à Saly","11.000.000  FCFA","Saly","media/annonces/pics/3c0724ef9fae263b8edbcd428eb81b19.jpg"
"1716564734-44","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=14","terrain de 900 metres carres a mbour,gandigal","https://www.dakarvente.com/annonce-37604-terrain-de-900-metres-carres-a-mbourgandigal.html","terrain de 900 metres carres a mbour,gandigal","12.000.000  FCFA","Mbour","media/annonces/pics/cb5fd24f29df39178021f35732ef2de0.jpg"
"1716564738-45","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=14","Terrain 950 mètres carrés à Saly","https://www.dakarvente.com/annonce-37667-terrain-950-mtres-carrs-saly.html","Terrain 950 mètres carrés à Saly","24.000.000  FCFA","Saly","media/annonces/pics/cbe717990ea8bc6fb2b088fddc5d9e0e.jpg"
"1716564753-46","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=14","TERRAIN À VENDRE","https://www.dakarvente.com/annonce-37723-terrain-vendre.html","TERRAIN À VENDRE","125.000.000  FCFA","Sicap Foire","media/annonces/pics/cac7f4eeacd84c85f7d03261f679d805.jpg"
"1716564756-47","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=14","GRANDE PROJET COMMERCIAL POUR LES INVESTISSEURS ET POUR LES SUPERMARCHÉS","https://www.dakarvente.com/annonce-37740-grande-projet-commercial-pour-les-investisseurs-et-pour-les-supermarchs.html","GRANDE PROJET COMMERCIAL POUR LES INVESTISSEURS ET POUR LES SUPERMARCHÉS","400.000.000  FCFA","HLM","media/annonces/pics/5d209559988e14874330910779612c37.jpeg"
"1716564760-48","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=14","TERRAIN TITRE FONCIER A VENDRE","https://www.dakarvente.com/annonce-37745-terrain-titre-foncier-a-vendre.html","TERRAIN TITRE FONCIER A VENDRE","","Rufisque","img/nophoto.png"
"1716564764-49","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=14","GRANDE OPÉRATION A SAISIR GRAND CHAMP POUR UN INVESTISSEMENT RASSURANT","https://www.dakarvente.com/annonce-37759-grande-opration-a-saisir-grand-champ-pour-un-investissement-rassurant.html","GRANDE OPÉRATION A SAISIR GRAND CHAMP POUR UN INVESTISSEMENT RASSURANT","160.000.000  FCFA","Sébikotane","media/annonces/pics/7d0b02d5de2294bbbfc0f4a1f4095610.jpg"
"1716564768-50","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=14","Terrain 300 mètres carrés à Malicounda","https://www.dakarvente.com/annonce-37767-terrain-300-mtres-carrs-malicounda.html","Terrain 300 mètres carrés à Malicounda","2.850.000  FCFA","Saly","media/annonces/pics/64e9aec5739007cac1129ac57680610d.jpg"
"1716564772-51","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=14","Terrain à vendre aux almadies","https://www.dakarvente.com/annonce-37828-terrain-vendre-aux-almadies.html","Terrain à vendre aux almadies","20.000.000  FCFA","Almadies","img/nophoto.png"
"1716564776-52","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=14","DES TERRAINS DE 150 M2 A VENDRE A KEUR NDIAYE LO","https://www.dakarvente.com/annonce-37854-des-terrains-de-150-m2-a-vendre-a-keur-ndiaye-lo.html","DES TERRAINS DE 150 M2 A VENDRE A KEUR NDIAYE LO","13.000.000  FCFA","Dakar","media/annonces/pics/8ebc196c3a9f25f230a93752543c800f.jpeg"
"1716564781-53","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=14","TERRAINS DE 150 M2 A VENDRE A NIANING GANDIOL","https://www.dakarvente.com/annonce-37855-terrains-de-150-m2-a-vendre-a-nianing-gandiol.html","TERRAINS DE 150 M2 A VENDRE A NIANING GANDIOL","5.000.000  FCFA","Dakar","media/annonces/pics/1cdfe4281aabc7f7631f8a5bdd037fc2.jpeg"
"1716564785-54","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=14","TERRAIN DE 300 M2 A VENDRE A MBOUR","https://www.dakarvente.com/annonce-37856-terrain-de-300-m2-a-vendre-a-mbour.html","TERRAIN DE 300 M2 A VENDRE A MBOUR","17.000.000  FCFA","Dakar","media/annonces/pics/cffd7f948048dc33074f276f721fac41.jpg"
"1716564789-55","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=14","TERRAIN DE 150 M2 A VENDRE A DIAMNIADIO","https://www.dakarvente.com/annonce-37857-terrain-de-150-m2-a-vendre-a-diamniadio.html","TERRAIN DE 150 M2 A VENDRE A DIAMNIADIO","5.000.000  FCFA","Diamniadio","media/annonces/pics/9d682f5fefc34d365f0d71d088492de5.jpg"
"1716564793-56","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=14","LOCALISATION : YÈNNE/ NDOUKHOURA Wolof","https://www.dakarvente.com/annonce-37860-localisation-ynne-ndoukhoura-wolof.html","LOCALISATION : YÈNNE/ NDOUKHOURA Wolof","3.000.000  FCFA","Rufisque","media/annonces/pics/e5eb28c75e3c7c2e43cfda6fff03ee97.jpeg"
"1716564796-57","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=14","Terrain de 300 mètres carrés","https://www.dakarvente.com/annonce-37899-terrain-de-300-mtres-carrs.html","Terrain de 300 mètres carrés","11.000.000  FCFA","Saly","media/annonces/pics/1ad854be5b47f34f44cf9f5cd20dec66.jpg"
"1716564801-58","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=14","TERRAIN A VENDRE","https://www.dakarvente.com/annonce-37901-terrain-a-vendre.html","TERRAIN A VENDRE","3.600.000  FCFA","Touba","media/annonces/pics/b00fa1a7f8667735fc56ea434d60a77a.jpg"
"1716564813-59","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=14","Terrain 300 mètres carrés à Saly","https://www.dakarvente.com/annonce-37923-terrain-300-mtres-carrs-saly.html","Terrain 300 mètres carrés à Saly","12.000.000  FCFA","Saly","media/annonces/pics/b9252345464e7ede6888002e0655e87e.jpg"
"1716564818-60","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=14","Terrains à vendre","https://www.dakarvente.com/annonce-37947-terrains-vendre.html","Terrains à vendre","900.000  FCFA","Dakar","media/annonces/pics/f850e6ac0639a9524b2d96ee274a3f82.jpeg"
"1716564823-61","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=14","TERRAIN À VENDRE  À OUAKAM","https://www.dakarvente.com/annonce-37961-terrain-vendre-ouakam.html","TERRAIN À VENDRE  À OUAKAM","60.000.000  FCFA","Ouakam","media/annonces/pics/4cb71efd21906d2a35a8fd2ccff0a3bb.jpg"
"1716564826-62","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=14","TERRAIN TRÈS INTÉRESSANT POUR PROJET IMMOBILIER EN PREMIER POSITION À DAKAR","https://www.dakarvente.com/annonce-37962-terrain-trs-intressant-pour-projet-immobilier-en-premier-position-dakar.html","TERRAIN TRÈS INTÉRESSANT POUR PROJET IMMOBILIER EN PREMIER POSITION À DAKAR","600.000  FCFA","VDN","media/annonces/pics/49d272b931ed0c012c3a6930f87488b7.jpg"
"1716564831-63","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=14","Terrains à vendre au pole urbain de Diamniadio","https://www.dakarvente.com/annonce-37993-terrains-vendre-au-pole-urbain-de-diamniadio.html","Terrains à vendre au pole urbain de Diamniadio","13.000.000  FCFA","Diamniadio","media/annonces/pics/a9047ccbb08353edfcd227c458747600.jpg"
"1716564836-64","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=14","Terrains 225 mètres carrés à Malicounda","https://www.dakarvente.com/annonce-37994-terrains-225-mtres-carrs-malicounda.html","Terrains 225 mètres carrés à Malicounda","2.000.000  FCFA","Mbour","media/annonces/pics/aa6b8376dd29970bea7828994d45840b.jpg"
"1716564841-65","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=14","Terrain à Vendre à Diamniadio","https://www.dakarvente.com/annonce-37999-terrain-vendre-diamniadio.html","Terrain à Vendre à Diamniadio","13.000.000  FCFA","Diamniadio","media/annonces/pics/d3e35b7182935f194ff7a094f864ac78.jpg"
"1716564845-66","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=14","Terrain de 300 mètres carrés","https://www.dakarvente.com/annonce-38000-terrain-de-300-mtres-carrs.html","Terrain de 300 mètres carrés","12.000.000  FCFA","Saly","media/annonces/pics/c5793abe5890c2db96d218d2bc2e07ca.jpg"
"1716564850-67","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=14","TERRAIN A VENDRE A KEUR MASSAR","https://www.dakarvente.com/annonce-38001-terrain-a-vendre-a-keur-massar.html","TERRAIN A VENDRE A KEUR MASSAR","17.000.000  FCFA","Keur Massar","media/annonces/pics/07a85232de7c9ee2bb9f8b5a24cc09f1.jpeg"
"1716564853-68","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=14","Terrains 150m2 Lac Rose non loin Lac","https://www.dakarvente.com/annonce-38018-terrains-150m2-lac-rose-non-loin-lac.html","Terrains 150m2 Lac Rose non loin Lac","2.500.000  FCFA","Lac rose","media/annonces/pics/5ea86fd19ac615b9f02a9e63ecbf2ec9.jpg"
"1716564857-69","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=14","Terrain 300m2 Keur Massar","https://www.dakarvente.com/annonce-38020-terrain-300m2-keur-massar.html","Terrain 300m2 Keur Massar","45.000.000  FCFA","Keur Massar","media/annonces/pics/4ac44de839f1acedd71fcde643020737.jpeg"
"1716564861-70","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=14","UN BON TERRAIN À VENDRE","https://www.dakarvente.com/annonce-38021-un-bon-terrain-vendre.html","UN BON TERRAIN À VENDRE","22.000.000  FCFA","Keur Massar","media/annonces/pics/5371397b30a04f764c93ad9da1b84eab.jpg"
"1716564866-71","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=14","Terrain 300m2 Keur Massar","https://www.dakarvente.com/annonce-38027-terrain-300m2-keur-massar.html","Terrain 300m2 Keur Massar","45.000.000  FCFA","Keur Massar","media/annonces/pics/31ffdc19c44fd58d7c5c01f9a569ba2a.jpeg"
"1716564871-72","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=14","Terrains 300 mètres carrés à Saly","https://www.dakarvente.com/annonce-38037-terrains-300-mtres-carrs-saly.html","Terrains 300 mètres carrés à Saly","13.000.000  FCFA","Saly","media/annonces/pics/66d826ff5268101ff1a35a26ce045e9c.jpg"
"1716564875-73","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=14","Des Terrains de 150 m2 à vendre - Bambilor et Sébikotane (Yame)","https://www.dakarvente.com/annonce-38053-des-terrains-de-150-m2-vendre-bambilor-et-sbikotane-yame.html","Des Terrains de 150 m2 à vendre - Bambilor et Sébikotane (Yame)","3.000.000  FCFA","Rufisque","media/annonces/pics/c260e01fd2daeb12d11d4a006fcf583c.png"
"1716564879-74","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=14","Terrain de 300 mètres carrés à Saly Joseph keur youngar","https://www.dakarvente.com/annonce-38068-terrain-de-300-mtres-carrs-saly-joseph-keur-youngar.html","Terrain de 300 mètres carrés à Saly Joseph keur youngar","6.000.000  FCFA","Saly","media/annonces/pics/28cd9d867d3bdf4751d7534469960bc5.jpg"
"1716564883-75","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=14","Terrain Cité Jean Paul 2","https://www.dakarvente.com/annonce-38078-terrain-cit-jean-paul-2.html","Terrain Cité Jean Paul 2","1.500.000  FCFA","Thiès","media/annonces/pics/5eb4882d8741e5521653889707863c2d.jpg"
"1716564891-76","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=14","Terrain 300 mètres carrés à Saly","https://www.dakarvente.com/annonce-38090-terrain-300-mtres-carrs-saly.html","Terrain 300 mètres carrés à Saly","7.000.000  FCFA","Saly","media/annonces/pics/1f07a11d1a6501f6f487540f635ec43e.jpg"
"1716564898-77","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=14","Terrain 300 mètres carrés à Somone","https://www.dakarvente.com/annonce-38138-terrain-300-mtres-carrs-somone.html","Terrain 300 mètres carrés à Somone","14.000.000  FCFA","Somone","media/annonces/pics/3d9e43c1d0d7112bc858d36d4a56e652.jpg"
"1716564904-78","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=14","Terrain de 300 mètres carrés à Saly Golf","https://www.dakarvente.com/annonce-38150-terrain-de-300-mtres-carrs-saly-golf.html","Terrain de 300 mètres carrés à Saly Golf","13.000.000  FCFA","Saly","media/annonces/pics/0b22738ff636bfbd1186723d890b47c6.jpg"
"1716564932-79","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=14","PROGRAMME DE PARCELLES SEMI-VIABILISÉES DANS LA VILLE SAINTE DE TOUBA","https://www.dakarvente.com/annonce-38181-programme-de-parcelles-semi-viabilises-dans-la-ville-sainte-de-touba.html","PROGRAMME DE PARCELLES SEMI-VIABILISÉES DANS LA VILLE SAINTE DE TOUBA","560.000  FCFA","Touba","media/annonces/pics/33efdd6c8fdf58b1178fe71adde3ab3a.jpg"
"1716564953-80","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=14","Terrain 340 mètres carrés à Saly","https://www.dakarvente.com/annonce-38205-terrain-340-mtres-carrs-saly.html","Terrain 340 mètres carrés à Saly","26.000.000  FCFA","Saly","media/annonces/pics/442001c57bd08f9ea489473c83090dda.jpg"
